ticket_id,user_id,opened_date,category,priority,resolution_hours,satisfaction,ticket_status
TCK-001418,1472,03/08/2025,Technical,low,11.4,1.0, Resolved 
TCK-001419,927,18-01-2025, Feature Request,High ,3.1,3.0, Closed 
TCK-001420,1116,"Jun 05, 2025", Security,low,30.1,5.0, Resolved
TCK-001421,329,"Apr 10, 2025",SECURITY,LOW,2.0,2.0, Open
TCK-001422,944,13 Nov 2025, Billing , Critical,13.4,,open
TCK-001423,1138,04 Jan 2025, Billing ,High,3.6,3.0, Open 
TCK-001424,168,2025-10-26,TECHNICAL,Critical,6.3,2.0,Closed
TCK-001425,629,2025-04-06, Account,HIGH,4.8,1.0,resolved
TCK-001426,1196,29-09-2025, Security,High ,19.6,4.0,PENDING
TCK-001427,650,17 Oct 2025, Performance ,critical,22.9,5.0,Open 
TCK-001428,902,16-09-2025, Feature Request,critical,10.9,4.0, Closed 
TCK-001429,954,2025-08-14,PERFORMANCE, High ,26.6,2.0, Open
TCK-001430,935,01 May 2025,Billing,Critical,46.0,1.0,open
TCK-001431,125,11/14/2025, Performance , Low ,6.8,3.0,Closed 
TCK-001432,1130,24 Jun 2025, Security, Critical ,3.0,3.0,Pending 
TCK-001433,68,12-06-2025,FEATURE REQUEST,High,7.5,2.0,open
TCK-001434,338,28 Dec 2025, Technical,Medium,8.9,,closed
TCK-001435,400,2025-07-23,Account,Medium,8.1,4.0,Open 
TCK-001436,1264,27-08-2025,billing,LOW,15.1,,resolved
TCK-001437,663,01/31/2025,technical,high,11.2,2.0, Open 
TCK-001438,1441,"Jul 01, 2025",account,HIGH,8.1,3.0,Resolved 
TCK-001439,32,"Jun 10, 2025",Performance, High ,3.9,2.0,Resolved 
TCK-001440,159,"Feb 19, 2025", Technical, Low ,48.0,2.0,OPEN
TCK-001441,113,09/09/2025, Technical,Low,12.8,5.0,closed
TCK-001442,1102,2025-11-22,Billing,high,21.4,5.0,Open 
TCK-001443,639,"May 22, 2025", Account,CRITICAL,11.0,,PENDING
TCK-001444,752,11/26/2025,Technical,medium,5.9,5.0,open
TCK-001445,801,"Mar 12, 2025",Account,High ,25.2,1.0, Closed
TCK-001446,795,12/15/2025,Performance, Medium,21.6,2.0, Closed
TCK-001447,1473,2025-12-13, Account, Medium,9.1,5.0,CLOSED
TCK-001448,1018,01-08-2025,feature request,Critical ,8.8,1.0, Pending 
TCK-001449,948,"Dec 20, 2025", Feature Request, Medium,14.1,4.0,pending
TCK-001450,961,10/10/2025, Account , Critical ,10.5,3.0,pending
TCK-001451,116,10/04/2025,BILLING,High,3.2,2.0, Resolved 
TCK-001452,703,06/04/2025, Feature Request, Medium,6.3,2.0,OPEN
TCK-001453,203,"Dec 19, 2025", Feature Request,Medium ,10.9,2.0, Open
TCK-001454,919,02/19/2025, Security ,High ,8.4,3.0,Closed 
TCK-001455,683,06/09/2025,FEATURE REQUEST,Critical,1.6,,Closed 
TCK-001456,345,2025-06-02,performance, Medium,5.7,1.0,Resolved
TCK-001457,513,"Feb 20, 2025", Account,Low ,12.3,3.0,resolved
TCK-001458,451,06-07-2025,Technical,HIGH,2.3,2.0,pending
TCK-001459,765,05 Feb 2025, Performance,Medium ,5.5,5.0,resolved
TCK-001460,1079,2025-08-20,Account , High ,9.1,4.0,Closed 
TCK-001461,1106,04 Nov 2025,Billing ,CRITICAL,18.8,1.0,Open 
TCK-001462,313,24 Sep 2025, Billing , Low,19.7,2.0,Closed
TCK-001463,1030,11-05-2025, Technical,medium,1.9,,resolved
TCK-001464,1380,02-01-2025,Account,High ,19.6,3.0, Resolved
TCK-001465,1362,2025-11-20,PERFORMANCE,medium,6.6,1.0, Pending 
TCK-001466,514,04/11/2025, Feature Request , Low ,33.5,1.0,OPEN
TCK-001467,1352,04 Feb 2025, Account ,high,14.3,3.0,RESOLVED
TCK-001468,1156,2025-10-04, Billing , Low ,12.2,5.0, Closed
TCK-001469,409,13 Oct 2025, Billing ,High ,3.2,4.0,Closed 
TCK-001470,85,09/02/2025,SECURITY,medium,14.8,1.0, Open 
TCK-001471,1228,01 Jul 2025, Performance,low,33.8,4.0, Open
TCK-001472,71,20-10-2025,ACCOUNT, High ,35.7,5.0,closed
TCK-001473,1255,"Apr 02, 2025", Billing,Medium ,27.2,4.0, Closed
TCK-001474,871,29-03-2025,technical,LOW,21.4,5.0,PENDING
TCK-001475,1417,"Jul 13, 2025",Billing ,High,4.1,5.0,resolved
TCK-001476,1301,09/11/2025,ACCOUNT,critical,23.3,5.0,Resolved
TCK-001477,662,2025-03-08, Security , Medium ,7.5,, Closed 
TCK-001478,735,"Oct 25, 2025", Security , Medium,17.3,3.0,CLOSED
TCK-001479,922,16 Jun 2025,ACCOUNT,Medium,18.7,1.0,PENDING
TCK-001480,379,16-10-2025,Technical ,MEDIUM,0.5,5.0, Resolved
TCK-001481,1111,05/22/2025,Billing,Medium ,44.2,5.0,Pending
TCK-001482,958,"Jun 11, 2025", Security, Low ,23.3,1.0,Resolved
TCK-001483,1140,31-01-2025,Performance,CRITICAL,2.2,, Pending
TCK-001484,697,01/22/2025,Account, Low ,2.0,2.0,RESOLVED
TCK-001485,706,20 Sep 2025,Feature Request ,MEDIUM,13.4,4.0,PENDING
TCK-001486,870,15/10/2025,ACCOUNT, Low ,13.6,,CLOSED
TCK-001487,1102,21-02-2025, Feature Request,critical,13.9,4.0, Open 
TCK-001488,953,06/03/2025, Performance , High,4.5,2.0,closed
TCK-001489,731,2025-11-21,Feature Request, Low ,12.7,, Open 
TCK-001490,1007,25-08-2025, Billing,CRITICAL,19.0,3.0, Closed 
TCK-001491,1381,"Apr 17, 2025",account,critical,33.3,4.0, Closed
TCK-001492,1188,"Aug 30, 2025",ACCOUNT,Medium ,18.5,3.0, Open
TCK-001493,1225,13-05-2025, Technical ,LOW,1.3,5.0,CLOSED
TCK-001494,1306,"Jun 14, 2025",feature request,High,3.8,,closed
TCK-001495,69,02/07/2025,Account,high,20.0,3.0, Pending
TCK-001496,123,01 Sep 2025, Account,medium,19.0,3.0,Closed
TCK-001497,790,26/06/2025,Security, High,8.4,,RESOLVED
TCK-001498,911,11/05/2025,Security,Critical ,11.2,3.0,Pending
TCK-001499,1189,11-09-2025,performance,MEDIUM,12.7,4.0,RESOLVED
TCK-001500,803,2025-09-23,Billing ,HIGH,14.6,4.0,closed
TCK-001501,529,06/07/2025,Account, High ,7.0,4.0,closed
TCK-001502,25,12/19/2025,feature request,Critical ,6.2,1.0, Resolved
TCK-001503,1417,"Dec 21, 2025",Security,HIGH,4.1,3.0, Open
TCK-001504,1053,12/02/2025,Account, Low ,32.5,5.0, Closed 
TCK-001505,1304,2025-11-04,BILLING, High ,14.9,5.0,resolved
TCK-001506,381,18-06-2025,Security,High ,8.0,,RESOLVED
TCK-001507,178,04/23/2025, Billing ,Medium ,22.2,2.0,open
TCK-001508,1443,"May 12, 2025",Technical , Critical,4.1,5.0, Resolved 
TCK-001509,247,"Jul 07, 2025",PERFORMANCE,high,24.6,5.0,resolved
TCK-001510,708,2025-06-22,FEATURE REQUEST, High ,7.0,, Pending
TCK-001511,390,14-04-2025,ACCOUNT,Low ,9.3,4.0, Closed
TCK-001512,629,"Nov 01, 2025",TECHNICAL,Critical,3.3,5.0, Open 
TCK-001513,977,15-05-2025,Performance,Medium ,11.3,4.0, Pending 
TCK-001514,1067,14/03/2025,ACCOUNT, Critical ,22.5,5.0,CLOSED
TCK-001515,1061,2025-07-04, Technical ,High ,2.3,1.0,Closed
TCK-001516,61,2025-01-11, Security,Critical ,14.7,,CLOSED
TCK-001517,501,04 Dec 2025,BILLING,CRITICAL,13.0,1.0,Pending 
TCK-001518,1097,05/04/2025,Account ,medium,22.0,4.0,closed
TCK-001519,245,21-06-2025,Billing ,Medium ,39.5,,Resolved
TCK-001520,389,2025-11-14,BILLING,HIGH,10.5,2.0,resolved
TCK-001521,1325,2025-11-06, Security ,Low,13.4,5.0,Open 
TCK-001522,763,12 Apr 2025, Security ,HIGH,15.8,1.0, Pending 
TCK-001523,259,08/28/2025,account,Medium ,37.1,5.0,pending
TCK-001524,1159,25/10/2025, Account ,Medium ,13.1,5.0, Closed 
TCK-001525,137,08-11-2025,Technical,Critical,30.0,1.0,Open 
TCK-001526,816,23 Jan 2025,TECHNICAL, High ,8.6,3.0, Closed
TCK-001527,293,08-12-2025, Feature Request , Critical ,0.0,, Pending
TCK-001528,1081,11/27/2025, Technical ,high,10.3,1.0,resolved
TCK-001529,591,06 Jul 2025,Billing , Low,8.5,1.0, Resolved
TCK-001530,1477,2025-09-24, Account,High,5.7,4.0,closed
TCK-001531,1298,"Feb 09, 2025",Technical ,High ,4.0,4.0, Resolved
TCK-001532,399,04/29/2025, Technical , Low,16.2,5.0, Resolved
TCK-001533,1230,09 Nov 2025, Technical,High,17.2,3.0,Resolved
TCK-001534,449,10/05/2025,billing, Medium ,33.8,1.0,Closed 
TCK-001535,1167,14 Oct 2025,Technical, Medium ,10.5,1.0, Pending 
TCK-001536,730,06/15/2025,performance, Critical ,24.2,1.0,resolved
TCK-001537,139,"Jul 17, 2025", Security,Medium,3.8,5.0,open
TCK-001538,694,11/12/2025,Feature Request , Low ,15.0,5.0, Closed
TCK-001539,269,04/28/2025,Account,Medium ,5.2,3.0,Open
TCK-001540,998,05-09-2025, Feature Request,Medium ,34.0,1.0,PENDING
TCK-001541,1444,13 Nov 2025,billing,CRITICAL,4.4,3.0,Open
TCK-001542,1168,01/03/2025,technical, High ,7.6,2.0,Pending 
TCK-001543,1021,02/06/2025, Billing,medium,24.7,2.0,open
TCK-001544,867,2025-03-27,Billing ,high,22.2,1.0,Open
TCK-001545,738,"Nov 04, 2025",Technical, Critical,5.6,, Resolved
TCK-001546,1047,25 Jul 2025, Performance ,MEDIUM,6.9,2.0,open
TCK-001547,36,2025-11-22,FEATURE REQUEST,MEDIUM,13.1,5.0,Open
TCK-001548,1229,"Oct 03, 2025",Performance ,Medium ,1.5,3.0,Open
TCK-001549,521,18/12/2025,PERFORMANCE,Medium ,25.1,,pending
TCK-001550,543,"Dec 04, 2025",BILLING, Medium,11.4,4.0,PENDING
TCK-001551,978,23/03/2025, Technical, Critical ,20.3,5.0,Resolved 
TCK-001552,942,09/25/2025,Account , Low,24.9,1.0,Resolved 
TCK-001553,1073,2025-01-26, Billing, Medium ,18.0,5.0, Pending 
TCK-001554,823,28-03-2025,Technical ,Critical,2.0,4.0, Closed
TCK-001555,670,2025-12-27,Account,CRITICAL,17.9,2.0, Closed 
TCK-001556,711,03/29/2025,Security , Medium ,16.6,3.0,closed
TCK-001557,610,29-05-2025,Technical, Low,28.8,3.0,Resolved
TCK-001558,1153,"Mar 22, 2025", Feature Request , High,28.7,2.0,pending
TCK-001559,275,"Feb 05, 2025",SECURITY,high,21.2,2.0, Pending 
TCK-001560,487,06/14/2025, Account ,medium,23.9,3.0,Pending 
TCK-001561,116,02/02/2025,Account,Critical,22.3,5.0, Open 
TCK-001562,369,28/07/2025,TECHNICAL,high,35.7,4.0,resolved
TCK-001563,1246,19 Oct 2025,Feature Request ,HIGH,2.7,1.0, Resolved
TCK-001564,49,2025-10-22,security, Low ,3.0,1.0, Closed
TCK-001565,1096,2025-08-02, Security,high,13.3,3.0,Resolved
TCK-001566,1008,27/03/2025, Account ,HIGH,10.4,2.0, Open
TCK-001567,86,"Nov 30, 2025", Feature Request ,Medium ,7.9,4.0, Pending 
TCK-001568,217,2025-12-08,ACCOUNT, Critical,21.5,,OPEN
TCK-001569,655,02-01-2025,PERFORMANCE,Low ,12.5,2.0,open
TCK-001570,61,06-08-2025,Performance, Critical,12.0,,pending
TCK-001571,1473,09/11/2025,Feature Request,HIGH,15.1,5.0,Pending
TCK-001572,855,2025-11-10,Performance ,High,29.1,3.0,Resolved 
TCK-001573,39,03/06/2025,Account,High,8.4,1.0, Resolved
TCK-001574,885,09 Jan 2025,Billing ,CRITICAL,6.0,5.0,pending
TCK-001575,696,23-02-2025,Security ,Critical,7.3,,RESOLVED
TCK-001576,410,2025-04-06, Performance,HIGH,20.4,4.0,open
TCK-001577,356,15-06-2025,Performance , High,9.8,2.0, Pending 
TCK-001578,1018,16 Jul 2025, Technical, Low ,8.5,3.0,Closed 
TCK-001579,1121,09/12/2025,Feature Request,Medium,20.1,, Open
TCK-001580,1390,"Jan 28, 2025",Billing,high,7.7,3.0,PENDING
TCK-001581,73,2025-01-25, Billing ,Critical ,3.7,3.0,PENDING
TCK-001582,194,"Nov 28, 2025",Billing, High,29.8,4.0,PENDING
TCK-001583,722,03-05-2025,feature request,High ,12.7,,PENDING
TCK-001584,768,"Jul 30, 2025",Technical , Critical,25.6,4.0, Pending 
TCK-001585,1155,11/10/2025,SECURITY, Critical,17.7,1.0,pending
TCK-001586,1277,04/12/2025,PERFORMANCE,High ,49.2,, Closed 
TCK-001587,682,10 Jul 2025, Account , High,24.5,, Resolved 
TCK-001588,168,03/01/2025, Performance , High,14.7,3.0, Closed 
TCK-001589,845,"Apr 04, 2025",TECHNICAL,Critical ,19.2,4.0,Open 
TCK-001590,1317,20 Sep 2025, Billing, Critical,16.2,1.0,Open
TCK-001591,621,08 Nov 2025,Feature Request,Low,17.5,,Resolved 
TCK-001592,109,"Jun 24, 2025",SECURITY, Critical,12.9,3.0,Resolved
TCK-001593,817,23/09/2025,PERFORMANCE, Low,15.3,,pending
TCK-001594,232,23-02-2025, Technical ,Medium,6.3,, Pending 
TCK-001595,627,2025-05-15, Technical,medium,11.4,2.0,open
TCK-001596,178,22-06-2025, Performance , Medium,13.6,,Open 
TCK-001597,482,04/07/2025,technical, Critical,4.3,5.0, Resolved
TCK-001598,1255,15/08/2025, Feature Request ,Low ,19.3,,OPEN
TCK-001599,313,"May 12, 2025",performance,low,1.4,,OPEN
TCK-001600,1009,2025-10-02, Technical , High,15.3,1.0,pending
TCK-001601,1390,08/08/2025, Feature Request ,Medium,5.0,1.0,Open 
TCK-001602,562,04/13/2025,Security ,High,18.9,3.0,Open 
TCK-001603,431,"Sep 15, 2025",Security ,medium,6.4,1.0,OPEN
TCK-001604,1023,17-03-2025, Feature Request , Critical,7.9,,pending
TCK-001605,238,2025-11-21,Feature Request ,low,3.7,1.0, Closed
TCK-001606,705,06/08/2025, Security,low,16.5,3.0, Resolved 
TCK-001607,1296,2025-03-19, Feature Request ,CRITICAL,7.4,1.0,Closed 
TCK-001608,339,05/03/2025, Account,high,8.8,3.0,Closed
TCK-001609,1378,01/07/2025, Billing ,Low,20.6,5.0, Closed
TCK-001610,643,29/06/2025,Performance, Medium ,9.9,1.0, Resolved
TCK-001611,398,"Apr 08, 2025",SECURITY, Medium ,15.3,1.0, Pending
TCK-001612,508,24 Nov 2025,Account , Low ,10.6,3.0,OPEN
TCK-001613,118,09/04/2025,security,High,21.3,3.0, Open 
TCK-001614,1267,2025-05-09,Account ,low,3.7,5.0,Open
TCK-001615,976,03/02/2025,SECURITY,Medium ,5.9,,Pending 
TCK-001616,905,11-02-2025,Feature Request ,critical,12.2,5.0,Closed
TCK-001617,668,2025-06-18,Performance,Critical,22.9,1.0, Open
TCK-001618,230,10/07/2025, Feature Request, Medium,23.1,4.0, Open 
TCK-001619,1281,2025-10-04,feature request, Low,8.0,,Open
TCK-001620,53,24 Jan 2025, Account , Critical ,27.7,5.0,Pending
TCK-001621,459,30 Oct 2025,BILLING,LOW,35.7,3.0, Resolved
TCK-001622,1061,"Mar 22, 2025",billing, Low,1.5,2.0,Open
TCK-001623,489,2025-07-09,BILLING,low,2.5,,resolved
TCK-001624,919,"May 15, 2025",TECHNICAL, Medium ,29.5,3.0, Pending 
TCK-001625,141,2025-11-15, Security ,LOW,11.8,1.0, Open 
TCK-001626,245,29-10-2025, Account,Medium ,18.1,2.0, Pending 
TCK-001627,490,30-09-2025, Technical , Medium ,42.2,5.0,Open 
TCK-001628,432,"Dec 05, 2025",security,MEDIUM,13.8,4.0,pending
TCK-001629,1475,2025-04-25, Performance, High,28.7,,Open
TCK-001630,879,02/01/2025, Feature Request,Medium,8.7,1.0,Open 
TCK-001631,1084,02-09-2025,BILLING,Critical ,11.0,5.0,CLOSED
TCK-001632,714,09-05-2025, Security ,high,8.8,3.0, Closed
TCK-001633,34,"Jun 10, 2025",Performance , Low,15.1,3.0,Pending
TCK-001634,892,22-01-2025,Feature Request,High,8.8,3.0,Pending 
TCK-001635,963,2025-09-29, Technical,high,63.2,5.0,RESOLVED
TCK-001636,1237,2025-12-07,Account ,MEDIUM,30.2,1.0, Pending
TCK-001637,1251,"Sep 14, 2025", Security,High ,15.7,2.0, Resolved 
TCK-001638,919,08/03/2025,security,Low,5.1,2.0, Open 
TCK-001639,953,06/09/2025,Performance ,low,35.1,4.0,Open
TCK-001640,751,24/01/2025,feature request,critical,6.1,5.0,CLOSED
TCK-001641,672,"Jun 07, 2025",Account ,High ,7.7,4.0, Open 
TCK-001642,369,18 Dec 2025,Security,Medium,4.7,5.0,CLOSED
TCK-001643,504,12/08/2025,technical, Medium,1.3,1.0,Pending 
TCK-001644,1499,05/13/2025,PERFORMANCE,Medium,20.1,3.0,OPEN
TCK-001645,82,25-08-2025,SECURITY, Low ,19.1,5.0, Closed
TCK-001646,1379,12/02/2025, Account,CRITICAL,7.0,1.0,Open
TCK-001647,26,12-05-2025, Billing,Medium ,16.5,4.0, Closed
TCK-001648,878,"Jun 11, 2025",Billing,High,21.5,2.0,Pending
TCK-001649,574,08/09/2025,security,Low ,41.9,2.0, Closed 
TCK-001650,349,"May 08, 2025",ACCOUNT, Critical ,23.5,5.0,Resolved 
TCK-001651,1427,18-04-2025,Security ,Medium ,7.7,1.0,Closed
TCK-001652,76,11/04/2025, Security ,low,8.9,,Pending 
TCK-001653,763,28-04-2025,Billing ,Critical,20.9,4.0,CLOSED
TCK-001654,1423,17 Aug 2025,Feature Request , High,32.4,1.0, Resolved 
TCK-001655,161,04-08-2025,Security, Critical ,8.1,1.0, Open 
TCK-001656,684,2025-07-21, Performance , Critical ,4.0,,resolved
TCK-001657,15,2025-11-24,feature request,HIGH,17.7,1.0,Open
TCK-001658,1229,08/06/2025, Security ,Critical ,14.2,2.0,resolved
TCK-001659,989,10/13/2025, Billing,Medium,24.7,1.0,Open
TCK-001660,697,19-06-2025,Performance, Low ,18.0,, Open
TCK-001661,300,2025-03-22, Security,high,31.4,2.0,RESOLVED
TCK-001662,322,10/19/2025,feature request,critical,2.9,, Open 
TCK-001663,853,05 Jul 2025,Performance,High,24.8,2.0, Pending
TCK-001664,989,22-01-2025,Performance, High ,6.5,3.0, Open
TCK-001665,1494,31-12-2025,feature request,critical,15.9,5.0,closed
TCK-001666,39,"Nov 21, 2025", Performance , Critical,19.1,1.0, Resolved
TCK-001667,1099,2025-05-29,PERFORMANCE,Critical ,4.3,5.0,Resolved 
TCK-001668,918,01/05/2025, Performance ,critical,7.3,5.0,Open
TCK-001669,1080,12/11/2025,PERFORMANCE,Low,4.0,4.0,Pending
TCK-001670,912,2025-12-15,FEATURE REQUEST,CRITICAL,24.0,3.0,OPEN
TCK-001671,180,"Feb 12, 2025",TECHNICAL,CRITICAL,7.4,1.0,open
TCK-001672,867,30/12/2025,Billing , Medium ,12.1,, Resolved
TCK-001673,867,09 Aug 2025,Account , Low,3.3,4.0, Pending 
TCK-001674,538,"Jun 11, 2025",ACCOUNT,Medium ,7.8,3.0,Open 
TCK-001675,960,06/25/2025,Technical ,High,3.0,5.0,OPEN
TCK-001676,61,02/11/2025, Performance,High ,3.6,1.0,resolved
TCK-001677,763,2025-08-31,ACCOUNT,low,9.2,5.0,OPEN
TCK-001678,628,"Nov 05, 2025", Performance, Low ,61.0,3.0,pending
TCK-001679,452,27/08/2025,technical,Critical ,14.4,5.0,pending
TCK-001680,62,2025-10-24, Security ,medium,23.9,, Closed 
TCK-001681,1349,2025-06-12, Performance ,Medium ,25.2,, Pending
TCK-001682,818,09/07/2025, Technical ,High ,21.0,5.0,PENDING
TCK-001683,365,25/12/2025,Billing , Low ,22.3,,OPEN
TCK-001684,1473,25/09/2025, Technical,Low,8.4,1.0,OPEN
TCK-001685,606,"Apr 26, 2025",FEATURE REQUEST,Medium ,3.0,3.0, Pending
TCK-001686,629,"Sep 16, 2025",Account,MEDIUM,5.6,,closed
TCK-001687,1,"Feb 12, 2025",TECHNICAL,High,8.1,,resolved
TCK-001688,563,30-03-2025,Billing, Critical ,11.1,,Closed 
TCK-001689,1232,06/03/2025, Technical ,High,11.9,5.0,pending
TCK-001690,617,2025-10-30,account,critical,8.1,,Resolved 
TCK-001691,625,29-09-2025,Performance , High,11.4,2.0,RESOLVED
TCK-001692,919,"Jun 20, 2025",Account,Critical,3.8,2.0,PENDING
TCK-001693,1167,25-07-2025,technical, High ,16.3,3.0,Closed 
TCK-001694,776,2025-09-02, Account,high,9.3,, Open
TCK-001695,1124,03 Apr 2025, Performance , Medium ,18.9,, Open
TCK-001696,422,24 Jan 2025,Feature Request,high,19.0,5.0,open
TCK-001697,1081,05 Nov 2025,Technical, Critical ,9.0,4.0, Pending
TCK-001698,322,19-09-2025,feature request,Medium ,5.8,,resolved
TCK-001699,1118,27-09-2025,Billing , Medium,34.4,,Pending
TCK-001700,601,09/28/2025, Feature Request,medium,10.3,3.0,Closed 
TCK-001701,401,2025-01-17, Feature Request, High ,7.3,2.0, Resolved 
TCK-001702,146,17-10-2025,Technical , Medium,21.2,4.0,OPEN
TCK-001703,39,"Apr 10, 2025",Feature Request ,Low ,21.5,4.0,Pending
TCK-001704,641,10/15/2025,BILLING, Low,17.4,3.0, Pending
TCK-001705,728,04/11/2025,security, Medium ,20.9,5.0, Open 
TCK-001706,394,10-10-2025,Security,Critical,9.6,1.0,Closed 
TCK-001707,574,04/12/2025,feature request,Medium,26.1,3.0,Resolved
TCK-001708,449,05-03-2025, Account,MEDIUM,24.2,2.0, Closed
TCK-001709,49,28/09/2025, Billing , High,20.0,4.0,Pending 
TCK-001710,1133,23-06-2025,Performance ,High,24.0,, Pending 
TCK-001711,367,22-04-2025, Security, Medium,21.0,3.0,PENDING
TCK-001712,386,14 Oct 2025, Security,CRITICAL,16.7,, Closed 
TCK-001713,779,25-04-2025, Security,LOW,6.8,5.0, Closed 
TCK-001714,313,29-07-2025,Billing , Critical ,19.0,,Pending
TCK-001715,1048,23 Apr 2025,Performance , Critical ,12.0,5.0, Pending
TCK-001716,1284,13 Mar 2025,FEATURE REQUEST,Low ,36.0,1.0,Open 
TCK-001717,399,2025-10-28, Account , Low,11.9,3.0, Resolved 
TCK-001718,1465,30/07/2025,technical, High,22.7,5.0,RESOLVED
TCK-001719,1413,"May 07, 2025",Performance ,critical,3.7,2.0,pending
TCK-001720,304,13/05/2025, Billing , Low,22.8,5.0,Open 
TCK-001721,115,26/06/2025, Feature Request, Critical ,23.9,2.0,Open 
TCK-001722,98,02/02/2025,security,high,20.8,5.0,Pending
TCK-001723,213,13/11/2025, Performance , Low ,29.9,5.0, Closed
TCK-001724,1446,07 Jan 2025,Feature Request, Medium,23.4,3.0,PENDING
TCK-001725,27,11/11/2025, Technical, Low,28.5,3.0,resolved
TCK-001726,1140,2025-06-07, Technical,LOW,11.0,4.0,Closed 
TCK-001727,914,12 Jun 2025, Feature Request, Medium,16.7,3.0,Pending
TCK-001728,857,16-08-2025,PERFORMANCE,Critical ,15.3,2.0, Pending
TCK-001729,1334,21 Dec 2025,performance,HIGH,2.0,4.0, Open 
TCK-001730,260,"May 16, 2025", Billing ,High ,9.9,5.0,OPEN
TCK-001731,216,2025-08-21,feature request,CRITICAL,11.4,4.0, Pending 
TCK-001732,662,11/01/2025, Performance ,low,18.6,5.0, Pending 
TCK-001733,1338,2025-05-18,ACCOUNT,High ,13.7,5.0,Resolved 
TCK-001734,1074,19 Dec 2025,technical,critical,10.8,2.0,resolved
TCK-001735,137,03/06/2025, Technical , Medium,6.7,, Open 
TCK-001736,601,"Oct 22, 2025",Security, High,7.6,3.0,Resolved 
TCK-001737,1212,2025-02-07,Performance ,High ,5.3,5.0, Resolved 
TCK-001738,1127,2025-06-06,Security ,medium,9.9,,RESOLVED
TCK-001739,527,16 Nov 2025,feature request,medium,25.7,4.0,OPEN
TCK-001740,426,05/08/2025, Account , High,19.1,5.0, Closed
TCK-001741,208,2025-07-06,FEATURE REQUEST,CRITICAL,17.5,4.0,PENDING
TCK-001742,944,14-03-2025,Performance,Low ,36.2,2.0,Open 
TCK-001743,995,08/03/2025,Feature Request, Medium ,9.7,1.0, Pending 
TCK-001744,846,"Oct 18, 2025", Performance, Medium,18.5,5.0,Resolved 
TCK-001745,30,05/14/2025,Feature Request ,Critical ,37.5,2.0,CLOSED
TCK-001746,996,08/29/2025, Performance ,medium,19.5,1.0, Resolved
TCK-001747,241,2025-08-09,SECURITY,high,9.7,2.0,open
TCK-001748,1237,09-12-2025,Technical ,medium,6.6,,Closed 
TCK-001749,290,16 Mar 2025,Feature Request , Low ,11.1,2.0, Closed 
TCK-001750,939,2025-08-26,Technical,Low,19.5,,RESOLVED
TCK-001751,722,"May 18, 2025",PERFORMANCE,critical,14.7,1.0,PENDING
TCK-001752,876,15/01/2025, Feature Request ,Critical ,18.7,1.0,open
TCK-001753,158,2025-09-04, Feature Request, High,3.0,5.0, Pending
TCK-001754,339,29/12/2025, Billing ,Low,10.5,,Pending
TCK-001755,215,"Sep 11, 2025", Feature Request,medium,6.3,,pending
TCK-001756,98,14-01-2025, Account,LOW,17.0,,OPEN
TCK-001757,885,13-11-2025,TECHNICAL, Medium ,9.1,1.0,closed
TCK-001758,448,2025-04-12,feature request, High,25.7,2.0,Pending 
TCK-001759,1268,20/11/2025,technical,Medium,12.7,3.0, Resolved
TCK-001760,640,23 Jan 2025,SECURITY,High,14.7,5.0, Open
TCK-001761,25,"Oct 24, 2025",Performance ,Low ,29.3,2.0, Resolved 
TCK-001762,238,30-03-2025, Technical ,medium,3.3,2.0, Closed 
TCK-001763,1069,2025-03-31,billing, High ,16.1,1.0, Pending
TCK-001764,65,03/04/2025,Security,Low ,23.0,1.0,Closed 
TCK-001765,379,21 Feb 2025,Performance , Medium ,12.2,4.0, Closed 
TCK-001766,289,2025-05-07,ACCOUNT,CRITICAL,54.8,5.0, Resolved
TCK-001767,1322,09/06/2025, Performance,Medium ,21.4,5.0, Closed
TCK-001768,1219,14 Nov 2025,Technical,Medium ,7.1,4.0,Resolved
TCK-001769,433,"May 03, 2025", Security , Critical,30.9,1.0,Closed
TCK-001770,478,29/11/2025, Performance,Low,34.0,2.0,OPEN
TCK-001771,836,14/11/2025,ACCOUNT,CRITICAL,29.1,, Closed 
TCK-001772,898,06/12/2025,security,high,19.0,3.0, Closed 
TCK-001773,1225,"Jun 07, 2025",Billing, Medium ,33.2,3.0, Pending
TCK-001774,1240,25/09/2025,Performance, Medium ,16.0,2.0, Resolved 
TCK-001775,1303,"Dec 05, 2025", Feature Request,High ,9.2,5.0,OPEN
TCK-001776,40,20/01/2025,Technical ,Medium,1.6,5.0,RESOLVED
TCK-001777,175,24-06-2025, Account,critical,13.9,3.0,open
TCK-001778,695,"Sep 28, 2025", Technical , Critical ,19.5,5.0,pending
TCK-001779,885,06/09/2025,Account, Low ,4.9,3.0, Pending 
TCK-001780,1222,2025-12-15,security,Low ,6.2,5.0,pending
TCK-001781,959,17 Oct 2025,BILLING,High ,11.1,,CLOSED
TCK-001782,1226,"Dec 14, 2025",SECURITY,medium,21.7,5.0,Closed 
TCK-001783,1301,04/21/2025,security,Medium,18.6,1.0,resolved
TCK-001784,1058,03/15/2025, Account,Medium,9.1,3.0,Closed
TCK-001785,1068,10-07-2025, Billing ,Medium ,18.9,, Open 
TCK-001786,113,29/09/2025, Feature Request, Medium ,6.9,1.0, Closed 
