subscription_id,user_id,plan,billing_cycle,start_date,end_date,monthly_fee,discount,status
SUB-001029,992, Starter , Monthly,03-07-2025,,$45.05,20 %, Active 
SUB-001030,599,starter,Annual,11/13/2025,06/22/2026,52.84,0%,Expired
SUB-001031,364,Free , Annual,"Jul 13, 2025","Dec 14, 2025",$0.00,20.0%, Cancelled 
SUB-001032,635, Professional, Monthly,29-03-2025,,$134.71,20.0%, Active 
SUB-001033,98, Starter ,ANNUAL,04/16/2025,,USD 47.18,15%,Active 
SUB-001034,1457,Business,Monthly,06/08/2025,,$338,0.0%, Active
SUB-001035,354, Free,Quarterly,2025-02-21,,$0, 10% ,active
SUB-001036,305,free,monthly,2025-10-02,"May 05, 2026",USD 0.00,5.0%, Cancelled 
SUB-001037,1498,free, Annual,2025-07-18,,0.00 USD,15%, Active 
SUB-001038,1437, Professional ,Monthly ,"Jul 14, 2025",,USD 164.14, 15% , Active 
SUB-001039,996,professional,Monthly,01/24/2025,,USD 134.48,10%,Active
SUB-001040,971,Enterprise ,QUARTERLY,2025-02-28,,USD 776.59, 10% ,Active
SUB-001041,370,Starter ,Monthly,"Sep 28, 2025",,44.48, 0% ,ACTIVE
SUB-001042,532, Enterprise,QUARTERLY,11/07/2025,,737.90,20%,Active 
SUB-001043,382, Professional , Quarterly ,2025-02-10,,USD 142.25,15 %,active
SUB-001044,872, Starter, Quarterly,"Jul 25, 2025",,50.27 USD,15%,ACTIVE
SUB-001045,745, Professional, Quarterly ,02/20/2025,,$165.67,20.0%, Active 
SUB-001046,287,STARTER, Annual,28-05-2025,28/11/2025,54.66,0 %,cancelled
SUB-001047,1490, Starter,Quarterly,15 Dec 2025,,51.65,15.0%, Active 
SUB-001048,1375,Starter , Monthly,"Jun 01, 2025",,USD 55.47,0 %,active
SUB-001049,852,Starter ,Monthly ,09-05-2025,,$50,15 %,Active
SUB-001050,444,Professional ,annual,29-04-2025,,USD 167.22,10.0%, Active
SUB-001051,1493, Starter ,monthly,26 Jun 2025,,$50,5%, Active 
SUB-001052,1319,STARTER,Monthly,2025-07-16,,47.50,5%, Active
SUB-001053,1405,starter,Monthly ,11/02/2025,,55.33,5 %,Active
SUB-001054,1063, Starter, Monthly ,2025-10-02,,48.85, 20% , Active 
SUB-001055,918,PROFESSIONAL,Annual ,"Sep 24, 2025",25-06-2026,$153,20%,CANCELLED
SUB-001056,331,ENTERPRISE,Monthly ,24-02-2025,,784.79,0 %,ACTIVE
SUB-001057,1059,Business, Annual,2025-11-14,,318.65,0.0%, Active 
SUB-001058,1403,Business, Annual,10/06/2025,,$343.48,5.0%,Active 
SUB-001059,945, Enterprise , Quarterly,2025-06-30,,724.20, 5% ,Active 
SUB-001060,841,starter,Annual ,17 Sep 2025,,USD 55.12,20%, Active
SUB-001061,1087, Enterprise ,Monthly,24-12-2025,,$719.88,5 %, Active
SUB-001062,713,starter, Annual ,23/12/2025,,48.56,15%,active
SUB-001063,158,Professional,ANNUAL,18 Jun 2025,,$140,0%,active
SUB-001064,976,PROFESSIONAL,Annual ,02/07/2025,04/22/2026,USD 162.31,10 %,cancelled
SUB-001065,1393, Professional,ANNUAL,08 Oct 2025,24/01/2026,$136,0.0%,cancelled
SUB-001066,660,Business,Quarterly ,24 Feb 2025,,USD 310.47,10.0%,ACTIVE
SUB-001067,1143, Business,monthly,2025-11-19,28 Aug 2026,291.15 USD,10.0%, Cancelled
SUB-001068,77,STARTER,ANNUAL,07/22/2025,,$45.74,20.0%, Active 
SUB-001069,1137,Starter,Monthly ,18/02/2025,,$53.55,5 %,Active 
SUB-001070,820, Professional ,Annual ,22-06-2025,14 Aug 2025,USD 142.20, 20% ,CANCELLED
SUB-001071,1187,Professional , Monthly ,"Nov 19, 2025",,$142,0.0%, Active 
SUB-001072,221, Professional, Annual,"Apr 07, 2025",,$144.35,0%,active
SUB-001073,442, Enterprise, Quarterly ,09/04/2025,2025-05-23,836.31,15.0%, Paused 
SUB-001074,602, Enterprise ,annual,03 Apr 2025,,850.87,5%, Active 
SUB-001075,1264, Professional ,annual,28/04/2025,24 Dec 2025,134.76 USD,0 %,EXPIRED
SUB-001076,632,ENTERPRISE,MONTHLY,06/10/2025,,767.41, 10% ,active
SUB-001077,1371,Enterprise, Monthly ,"Mar 22, 2025",10/26/2025,805.19,5 %,CANCELLED
SUB-001078,1437, Business ,Monthly,03/02/2025,05-11-2025,293.92,20%,Cancelled 
SUB-001079,1180,Starter ,Quarterly ,11 Sep 2025,,$54.93,20.0%, Active
SUB-001080,80,Starter, Annual ,10 Mar 2025,,$54,10%,Active 
SUB-001081,367, Professional ,monthly,12/08/2025,20-01-2026,157.41, 0% ,paused
SUB-001082,1184,professional, Monthly,19-01-2025,,USD 146.69,5 %, Active
SUB-001083,1195,Professional ,QUARTERLY,04/11/2025,,160.20 USD,5 %,Active
SUB-001084,1165, Starter ,Monthly,"Nov 17, 2025",24/10/2026,54.43,5.0%,EXPIRED
SUB-001085,1339, Professional ,monthly,"May 31, 2025",,USD 156.26,15.0%,ACTIVE
SUB-001086,840,starter,quarterly,12/12/2025,,53.71 USD,20 %,ACTIVE
SUB-001087,210,ENTERPRISE, Annual ,2025-09-27,,$869,20 %,ACTIVE
SUB-001088,590,starter,Monthly ,10/15/2025,,51.10,20%, Active
SUB-001089,551, Starter ,Monthly ,"Oct 23, 2025",09/04/2026,$48, 5% , Expired
SUB-001090,1294, Business,MONTHLY,10/19/2025,,324.85 USD,,Active 
SUB-001091,197, Business,Quarterly,"Jul 27, 2025",,$285,10.0%,Active
SUB-001092,78,Business , Annual,24/06/2025,,327.37, 20% , Active 
SUB-001093,1495, Professional, Quarterly,"Dec 08, 2025",,$164, 15% , Active
SUB-001094,34,Professional ,Monthly,2025-08-23,05/01/2026,$165,0 %,Cancelled
SUB-001095,166,Free,MONTHLY,26-09-2025,,0.00, 15% , Active
SUB-001096,886, Business ,Monthly ,01-12-2025,,$283.49,20%, Active
SUB-001097,1007,PROFESSIONAL, Quarterly ,16/10/2025,02/27/2026,$138,,Expired 
SUB-001098,1060,STARTER, Quarterly,15-06-2025,10 Jun 2026,$53,0.0%, Cancelled
SUB-001099,703,Starter , Monthly,2025-12-31,01-05-2026,USD 54.96,,CANCELLED
SUB-001100,913,Starter ,MONTHLY,08 Mar 2025,,52.07,5 %, Active 
SUB-001101,354, Business,quarterly,"Sep 21, 2025",08 Sep 2026,279.88,0.0%, Paused 
SUB-001102,834,Business ,MONTHLY,10/12/2025,,$338.98,10%,Active
SUB-001103,163,Business ,MONTHLY,2025-08-13,,$343,15.0%,Active
SUB-001104,603, Professional,ANNUAL,"Jul 08, 2025",,150.24,15 %,Active
SUB-001105,443, Professional , Quarterly,17/03/2025,,156.26, 5% , Active 
SUB-001106,577, Starter, Annual ,13 May 2025,,USD 53.62,20.0%,active
SUB-001107,215, Professional, Annual ,19-03-2025,,$161.53,10 %, Active 
SUB-001108,98,PROFESSIONAL, Monthly,05-03-2025,25-08-2025,170.15 USD,10 %,expired
SUB-001109,795,Starter ,Quarterly ,"Aug 16, 2025",,$46,0 %, Active
SUB-001110,543, Business ,quarterly,11/10/2025,,$313, 10% ,active
SUB-001111,1204,professional, Monthly,17-08-2025,30-09-2025,159.87,10 %,CANCELLED
SUB-001112,52, Starter,MONTHLY,2025-01-12,09/14/2025,$55,15 %,PAUSED
SUB-001113,410,starter,Monthly,"Jun 12, 2025","Jun 10, 2026",$54.81,5%, Cancelled 
SUB-001114,1470,FREE, Quarterly ,"Jan 18, 2025",08/09/2025,0.00 USD, 10% , Cancelled 
SUB-001115,540,starter,ANNUAL,20/06/2025,23/01/2026,USD 50.37,15.0%, Cancelled
SUB-001116,881,ENTERPRISE, Annual,2025-12-16,"Feb 02, 2026",USD 885.04,0%,Paused
SUB-001117,123,Business,Quarterly,"Oct 27, 2025",29 Jun 2026,$301,10 %,PAUSED
SUB-001118,165, Free , Monthly,12/16/2025,05-05-2026,0.00,20%,EXPIRED
SUB-001119,1496, Starter , Quarterly,"Aug 06, 2025",31-07-2026,USD 47.20,20%,PAUSED
SUB-001120,1476,Professional ,annual,30 Jul 2025,,$165,15%, Active 
SUB-001121,764,Business ,QUARTERLY,2025-07-26,,$343,20%,ACTIVE
SUB-001122,1472,Starter , Monthly ,21/12/2025,,47.24,5 %,ACTIVE
SUB-001123,36, Starter,quarterly,15/12/2025,,$44.79, 20% ,Active
SUB-001124,727,FREE, Monthly,09/30/2025,,0.00,0.0%,active
SUB-001125,1131,PROFESSIONAL,monthly,05/10/2025,,157.20, 20% ,ACTIVE
SUB-001126,263,Free, Quarterly ,07 Nov 2025,,0.00 USD,0.0%,Active 
SUB-001127,985, Professional,QUARTERLY,12-02-2025,,143.50, 15% ,Active
SUB-001128,418,Free,monthly,07/07/2025,,$0, 5% ,active
SUB-001129,548,ENTERPRISE,quarterly,"Jun 12, 2025",,$817, 0% , Active 
SUB-001130,344,Professional ,Quarterly ,2025-10-09,,$137, 10% , Active 
SUB-001131,1388,BUSINESS,MONTHLY,"Mar 29, 2025",2025-11-06,288.67,20 %,PAUSED
SUB-001132,1272,starter,ANNUAL,"Apr 16, 2025","Mar 12, 2026",$45.64,0%, Paused 
SUB-001133,114,ENTERPRISE,annual,03 Feb 2025,"Jun 09, 2025",763.87 USD, 15% ,expired
SUB-001134,211,Professional,Quarterly ,22 Oct 2025,,$138.05,5.0%,Active
SUB-001135,1055,STARTER, Quarterly ,09-04-2025,,$55.79,0.0%,active
SUB-001136,172,Starter,ANNUAL,02/07/2025,,$47.51,0.0%,Active
SUB-001137,630,Starter,Quarterly ,14 Aug 2025,,49.54, 0% ,Active 
SUB-001138,1125,starter, Quarterly ,06/13/2025,,55.11,,Active
SUB-001139,1144, Business,Monthly ,"Nov 02, 2025",,319.73, 5% ,active
SUB-001140,113, Professional,Annual,12 Feb 2025,25 Mar 2025,157.12,0 %, Paused 
SUB-001141,1262, Free ,MONTHLY,26/12/2025,16 Apr 2026,$0.00,5 %,Cancelled 
SUB-001142,290, Professional , Annual,03/06/2025,,USD 164.97,0 %,active
SUB-001143,1332,Business ,annual,19 Oct 2025,12/03/2025,334.71,5%, Cancelled 
SUB-001144,8, Free,annual,28/04/2025,,$0,10 %,Active
SUB-001145,1441,STARTER,Monthly ,01/16/2025,,$55,15 %, Active 
SUB-001146,264,starter,Monthly ,10/12/2025,,$50.66, 0% ,ACTIVE
SUB-001147,382,Enterprise, Monthly ,19/06/2025,12 Jun 2026,$774,20 %,Cancelled
SUB-001148,779,FREE,Annual,15-01-2025,,0.00, 5% , Active
SUB-001149,540, Professional ,Quarterly ,2025-12-21,02/10/2026,$154.27, 10% , Paused
SUB-001150,804,ENTERPRISE, Quarterly ,04/15/2025,,900.10,15.0%,active
SUB-001151,1055,PROFESSIONAL, Annual,18 Sep 2025,"May 01, 2026",$136,15.0%,Paused
SUB-001152,422,Professional ,Monthly,2025-08-02,,$148.91,5.0%,Active 
SUB-001153,783,Free,Quarterly ,"Sep 04, 2025",2026-05-20,0.00 USD,10%,expired
SUB-001154,675,STARTER, Annual ,12/05/2025,"Apr 07, 2026",47.16 USD, 20% ,EXPIRED
SUB-001155,151, Professional ,Monthly,05/13/2025,,169.17 USD, 20% , Active
SUB-001156,263,professional, Annual ,2025-07-03,"Apr 01, 2026",169.63,15.0%,expired
SUB-001157,1347,Business , Quarterly,05 Jan 2025,"Oct 23, 2025",USD 335.04,10 %,EXPIRED
SUB-001158,779, Professional ,monthly,31/10/2025,"Aug 30, 2026",155.10 USD,10%,Expired
SUB-001159,1080,Starter ,Monthly ,07/11/2025,,52.03, 15% , Active 
SUB-001160,866,Professional , Quarterly,11/24/2025,,166.49,0.0%, Active
SUB-001161,551,business,Annual,16/06/2025,01/03/2026,USD 327.10,15.0%,Expired
SUB-001162,979, Starter ,quarterly,"Dec 17, 2025",19 Nov 2026,$52,,CANCELLED
SUB-001163,1101,BUSINESS,Quarterly ,14-02-2025,04 Feb 2026,342.52 USD,0 %, Paused
SUB-001164,662,Business , Annual,30-11-2025,,320.35, 20% ,active
SUB-001165,550, Professional , Quarterly,06/12/2025,,$170.44,10 %, Active
SUB-001166,1085,professional,MONTHLY,05 Jan 2025,"Nov 20, 2025",136.24 USD,0%,Paused
SUB-001167,812, Business, Monthly ,13 Feb 2025,03/01/2026,279.49 USD, 10% ,cancelled
SUB-001168,259,professional, Annual,21-04-2025,,150.92,20%,Active 
SUB-001169,1288, Professional ,Quarterly ,2025-08-12,10/23/2025,$148.44,0.0%,cancelled
SUB-001170,615,PROFESSIONAL,Monthly ,20-06-2025,20-11-2025,USD 163.26,15 %,Expired
SUB-001171,709,Starter ,quarterly,02-08-2025,2026-01-04,$46,10 %, Expired
SUB-001172,548,Enterprise, Quarterly ,11/21/2025,28 Feb 2026,914.08 USD,15 %, Cancelled 
SUB-001173,613, Professional ,Monthly ,02/24/2025,,145.84,5 %, Active 
SUB-001174,1284,enterprise,Monthly,09/14/2025,,804.78,0.0%,Active 
SUB-001175,504,Business ,annual,2025-09-12,,289.64 USD,10 %,active
SUB-001176,854,STARTER,ANNUAL,09 Jul 2025,,51.20,, Active
SUB-001177,1150, Professional ,Monthly ,2025-09-04,"Jul 19, 2026",$136,0%, Expired
SUB-001178,990,PROFESSIONAL,Monthly,03/20/2025,,$140,10.0%,ACTIVE
SUB-001179,422,Professional , Quarterly ,22/05/2025,,$162, 5% , Active 
SUB-001180,1169,PROFESSIONAL,Quarterly ,2025-08-16,,141.05,15%,ACTIVE
SUB-001181,668, Starter ,ANNUAL,15/05/2025,,46.99,5 %, Active 
SUB-001182,1009, Starter ,Quarterly,"Oct 16, 2025",,53.81,5%, Active
SUB-001183,830,ENTERPRISE,annual,05/04/2025,,$738,0 %, Active
SUB-001184,256, Enterprise ,ANNUAL,25-01-2025,,806.49,10.0%,ACTIVE
SUB-001185,1259, Enterprise ,Monthly ,06-12-2025,,723.71 USD,10.0%,ACTIVE
SUB-001186,749,professional,ANNUAL,06/22/2025,,USD 147.02,0 %,ACTIVE
SUB-001187,196,Professional , Quarterly ,11/29/2025,,160.14 USD,5.0%,active
SUB-001188,1099,PROFESSIONAL, Quarterly,28 Jun 2025,,$137, 20% , Active
SUB-001189,742,enterprise,Monthly ,12/01/2025,,USD 896.54,0%,active
SUB-001190,841,Starter,MONTHLY,2025-12-02,16-08-2026,$55.24, 10% , Cancelled
SUB-001191,1215, Enterprise ,Quarterly ,21-11-2025,30 Aug 2026,USD 740.07,10.0%,CANCELLED
SUB-001192,255,Professional , Annual ,13/06/2025,,171.00, 0% ,ACTIVE
SUB-001193,1463,Business , Monthly,2025-03-04,,$291.34,5%, Active
SUB-001194,713, Professional ,Monthly,04-12-2025,15-08-2026,$137, 0% ,Expired 
SUB-001195,69,PROFESSIONAL,QUARTERLY,25 Dec 2025,,$134.29,20 %, Active 
SUB-001196,320,Starter , Quarterly,24-10-2025,31-08-2026,USD 49.10,5.0%,EXPIRED
SUB-001197,406, Business ,Quarterly ,"May 03, 2025",,316.18,10%, Active
SUB-001198,119,Professional,monthly,01/10/2025,,146.47,10%,active
SUB-001199,1254,FREE,quarterly,08-04-2025,,USD 0.00, 15% ,Active 
SUB-001200,465, Professional, Annual,2025-04-26,,USD 160.79, 20% ,Active 
SUB-001201,46,STARTER, Annual ,06-01-2025,06/01/2025,$48,15.0%, Cancelled
SUB-001202,52, Professional , Quarterly,"Apr 03, 2025",09/01/2025,USD 161.45,15%,paused
SUB-001203,1038,Business,Annual,19/07/2025,,USD 339.40,20.0%,active
SUB-001204,341, Free,Annual,2025-12-03,,$0,5 %, Active 
SUB-001205,1120,PROFESSIONAL, Monthly,06/20/2025,06 Feb 2026,USD 145.50, 10% , Expired
SUB-001206,763,BUSINESS,Monthly,2025-07-11,"Dec 31, 2025",$303.73, 10% ,Cancelled
SUB-001207,438, Professional ,QUARTERLY,07/04/2025,,$152.65,0.0%,Active 
SUB-001208,1328, Professional , Monthly,"Dec 20, 2025",,154.30,15%,Active 
SUB-001209,573,business,Monthly,2025-05-14,,291.57,,active
SUB-001210,498,starter,Monthly ,19/02/2025,,52.27,15%,active
SUB-001211,4,Professional, Quarterly ,"May 30, 2025",,$158.13,15 %, Active 
SUB-001212,1362, Professional,monthly,06 Oct 2025,,$156, 15% ,Active
SUB-001213,990,Professional, Quarterly,19/12/2025,2026-04-22,138.34,,Expired 
SUB-001214,102,professional,Monthly,14/09/2025,,USD 151.87,20.0%, Active
SUB-001215,610,PROFESSIONAL,Quarterly,"May 12, 2025",,$147,15%, Active
SUB-001216,76, Starter,ANNUAL,"Apr 29, 2025",,$50.12,0 %, Active 
SUB-001217,32, Starter, Monthly ,2025-06-22,2026-05-23,$55,0%, Expired 
SUB-001218,766,professional,Monthly ,07-04-2025,,152.00,, Active
SUB-001219,568, Starter , Quarterly,07 May 2025,,44.27 USD, 5% ,active
SUB-001220,823, Business ,Monthly,"Mar 31, 2025",,USD 301.90,20 %,ACTIVE
SUB-001221,566,Professional ,monthly,"Nov 05, 2025",,164.67,10.0%, Active 
SUB-001222,1273,PROFESSIONAL,Monthly,29-07-2025,,163.16, 5% ,ACTIVE
SUB-001223,773,professional, Annual ,2025-12-28,,153.22,0%,Active
SUB-001224,309,ENTERPRISE,Monthly ,07 Apr 2025,,$769,10 %,Active 
SUB-001225,1185,Free, Monthly,23-06-2025,2026-03-12,0.00,20%,expired
SUB-001226,67,Starter,annual,08/20/2025,21 Feb 2026,51.01,20%,PAUSED
SUB-001227,191,ENTERPRISE,quarterly,04/10/2025,01-09-2026,918.82, 20% ,Expired
SUB-001228,1142,Professional,Quarterly,23-08-2025,,158.10,15.0%,ACTIVE
SUB-001229,665, Enterprise ,annual,2025-10-28,18 Oct 2026,857.78,15.0%,Cancelled
SUB-001230,467, Starter,QUARTERLY,10/25/2025,2026-05-13,$50.12, 15% ,Cancelled 
SUB-001231,576, Business ,monthly,2025-10-28,,$296,15%,ACTIVE
SUB-001232,793, Free,Quarterly ,"May 29, 2025",,0.00, 0% , Active
SUB-001233,847, Business, Monthly,02/25/2025,,306.10, 20% ,ACTIVE
SUB-001234,1380,Business , Quarterly,24/06/2025,,343.45 USD,20 %, Active 
SUB-001235,1181,starter,Annual ,2025-06-22,,$50, 0% , Active 
SUB-001236,779, Professional, Quarterly ,"Aug 02, 2025",,USD 136.63,15.0%, Active 
SUB-001237,1471,Business , Monthly,2025-04-22,,$320,15 %, Active
SUB-001238,935,Professional ,Quarterly ,28-08-2025,,135.84 USD,5 %,active
SUB-001239,1018,Professional, Monthly,16/08/2025,,143.43,0%,active
SUB-001240,1135,Professional , Monthly ,06/04/2025,11/30/2025,147.28 USD,0.0%,cancelled
SUB-001241,395,Professional ,monthly,01/27/2025,01/07/2026,161.65,5%, Cancelled
SUB-001242,1451, Business ,Quarterly,17-10-2025,"Mar 12, 2026",306.04,10.0%,paused
SUB-001243,699,Professional,quarterly,"Jun 15, 2025",12/18/2025,135.17 USD,20 %, Cancelled 
SUB-001244,100,FREE,QUARTERLY,"May 16, 2025",,0.00, 20% ,active
SUB-001245,219,STARTER,annual,11/20/2025,12/25/2025,49.14,20.0%,Cancelled 
SUB-001246,14,STARTER,QUARTERLY,2025-07-30,04-11-2025,$55,10 %,Cancelled 
SUB-001247,1086,Professional,quarterly,06 Oct 2025,,$153,5.0%,active
SUB-001248,251,Starter , Monthly ,09/04/2025,,$53,0 %, Active
SUB-001249,428,Enterprise ,Annual ,05-12-2025,,762.82 USD,15 %,active
SUB-001250,1433,free,Monthly ,2025-06-08,,0.00,15 %,ACTIVE
SUB-001251,616,Starter ,Monthly ,"May 01, 2025",,$52.93,5 %,Active
SUB-001252,40,STARTER,ANNUAL,22 Jan 2025,,$55.18,15.0%,Active
SUB-001253,302, Professional , Annual,12/27/2025,03/09/2026,135.36, 0% ,Cancelled
SUB-001254,816,Starter,QUARTERLY,14-11-2025,,49.58,0.0%, Active
SUB-001255,655, Professional , Monthly ,"Feb 20, 2025",,159.40, 15% ,ACTIVE
SUB-001256,350,BUSINESS,MONTHLY,23 Jul 2025,,$276,20.0%,active
SUB-001257,28, Professional ,Quarterly ,17/09/2025,15-02-2026,$149,5%, Paused
SUB-001258,101,business,quarterly,21/06/2025,,339.53,20 %,Active
SUB-001259,549,Business , Annual ,25-06-2025,,$301.69,0%,ACTIVE
SUB-001260,91, Business ,annual,2025-08-10,,$343,15.0%,ACTIVE
SUB-001261,151, Professional , Monthly ,03/03/2025,08/01/2026,136.22 USD,5.0%, Expired 
SUB-001262,306,enterprise, Quarterly,"Jan 02, 2025",12/29/2025,$862,20.0%,Expired 
SUB-001263,212, Starter,annual,"Jul 10, 2025",17 Sep 2025,51.22,0%,PAUSED
SUB-001264,1232,STARTER, Monthly ,2025-08-27,,50.23,15.0%,ACTIVE
SUB-001265,1150,business,MONTHLY,"Oct 26, 2025",,$341.67,15.0%, Active 
SUB-001266,144,starter, Annual ,22-10-2025,09 Jul 2026,45.69,15 %,paused
SUB-001267,529,STARTER,Annual ,06-06-2025,,$55,10 %,active
SUB-001268,1237, Enterprise, Quarterly ,07/05/2025,,857.18 USD,10%,active
SUB-001269,1257, Enterprise ,Monthly,26 Apr 2025,,770.83,20.0%,ACTIVE
SUB-001270,965,Professional ,QUARTERLY,2025-01-26,,$168,0%, Active
SUB-001271,1432,professional, Monthly,02-09-2025,,USD 150.09,10.0%,active
SUB-001272,750,starter,Monthly,"Jan 17, 2025",,$54.07, 20% , Active 
SUB-001273,121,Enterprise, Annual ,2025-06-20,,796.77,5.0%,active
SUB-001274,812, Starter,Monthly ,2025-05-13,,$54.52,10%,Active 
SUB-001275,545,Starter ,Annual ,25 Apr 2025,,51.90,10 %,ACTIVE
SUB-001276,336,Starter , Annual,23 Nov 2025,,45.83,10 %, Active
SUB-001277,169,enterprise, Monthly,01/11/2025,,USD 848.87, 5% , Active
SUB-001278,1493,business,Quarterly ,"Jun 16, 2025",,$283.40,5%, Active 
SUB-001279,1303,FREE,quarterly,21-08-2025,,$0,10 %,active
SUB-001280,1446, Starter ,quarterly,2025-12-04,03-04-2026,$46,10 %,Paused 
SUB-001281,295,BUSINESS,Annual ,01/02/2025,"Sep 05, 2025",270.75 USD, 15% ,cancelled
SUB-001282,1401, Professional , Annual ,"Jan 10, 2025",,141.99 USD, 5% ,active
SUB-001283,1052,professional,Annual ,2025-04-24,,154.08 USD,5.0%,Active
SUB-001284,986,Starter,quarterly,08/05/2025,,50.00, 5% ,Active
SUB-001285,367,Starter ,QUARTERLY,10/05/2025,,USD 50.24,20 %,active
SUB-001286,113, Starter,Quarterly,23/01/2025,,47.13 USD,0.0%,ACTIVE
SUB-001287,197,BUSINESS,Quarterly ,29-12-2025,,$320.32, 10% , Active 
SUB-001288,1431, Free,MONTHLY,2025-03-19,2025-10-09,$0,10.0%,EXPIRED
SUB-001289,763, Business,Monthly ,2025-06-14,,$296,0%,active
SUB-001290,708,ENTERPRISE,Quarterly,"Apr 25, 2025",02 Apr 2026,895.11,10%,CANCELLED
SUB-001291,1418, Professional, Quarterly,03/07/2025,,158.09 USD,0.0%,ACTIVE
SUB-001292,839, Starter , Quarterly ,"Mar 03, 2025",10 May 2025,52.83,5 %,cancelled
SUB-001293,648,STARTER,Monthly,08/23/2025,,47.50 USD,0%,ACTIVE
SUB-001294,1244, Professional, Quarterly,2025-09-14,08/14/2026,134.12 USD,15.0%, Expired 
SUB-001295,866,Free,Annual,2025-01-22,03/12/2025,0.00,20%,Cancelled
SUB-001296,444,Professional,Quarterly ,"Sep 20, 2025",,164.74 USD,20%,ACTIVE
SUB-001297,801, Professional,Quarterly ,05-05-2025,,USD 138.69, 0% ,Active
SUB-001298,1081, Business ,Quarterly,04 Aug 2025,"Mar 01, 2026",297.06, 0% , Paused
SUB-001299,1141,Professional,Monthly,14-07-2025,,158.73 USD,20 %,active
SUB-001300,4,business, Annual ,27/02/2025,13-11-2025,317.85 USD, 10% , Cancelled
SUB-001301,580,free,Annual,25-04-2025,"Feb 22, 2026",0.00, 0% ,Cancelled
SUB-001302,1314, Starter,Quarterly,11/08/2025,,45.82,15 %,ACTIVE
SUB-001303,1156, Free,QUARTERLY,2025-07-14,,$0, 15% , Active
SUB-001304,207, Free ,Quarterly ,07/01/2025,,0.00,10.0%,ACTIVE
SUB-001305,510,enterprise,Monthly ,15/09/2025,,$796.92,15%,active
SUB-001306,716,professional, Quarterly,08 Aug 2025,,134.66,5 %,active
SUB-001307,38, Professional,Monthly,"Jul 13, 2025",,167.56 USD,20 %,Active
SUB-001308,761,starter,QUARTERLY,11 Dec 2025,,$50.56,0.0%,ACTIVE
SUB-001309,595,STARTER,Monthly ,2025-12-03,,$55,10%, Active 
SUB-001310,1155, Professional, Annual ,17-04-2025,,136.33 USD,15 %,active
SUB-001311,635,professional,Quarterly ,20/04/2025,,USD 142.57,10%,Active
SUB-001312,62,PROFESSIONAL,Quarterly ,25/04/2025,,$143.76,20 %, Active 
SUB-001313,1463,STARTER,QUARTERLY,18-10-2025,,48.84,15.0%,Active 
SUB-001314,1269, Professional,monthly,03/07/2025,,164.01,20.0%, Active
SUB-001315,671,Professional,monthly,03/01/2025,,148.50,5%,ACTIVE
SUB-001316,783, Business ,QUARTERLY,"Feb 22, 2025",,$284,0%,ACTIVE
SUB-001317,210,ENTERPRISE,Annual,26-03-2025,01-05-2025,732.08,20%, Cancelled 
SUB-001318,1111,Business ,Monthly ,04/22/2025,,275.04,15 %, Active 
SUB-001319,1258,FREE,annual,15-07-2025,25-09-2025,$0, 15% ,Cancelled 
SUB-001320,578, Starter ,Monthly ,08/01/2025,,49.55,10 %,active
SUB-001321,1484,FREE,Quarterly,01/05/2025,,$0.00,,Active 
SUB-001322,65,Professional,QUARTERLY,2025-12-14,,$160,20.0%, Active 
SUB-001323,1176,Professional,Quarterly ,"Feb 13, 2025",,USD 139.14,,Active
SUB-001324,1189,business,ANNUAL,06 Mar 2025,05-02-2026,279.78,15.0%,CANCELLED
SUB-001325,130,enterprise,Monthly,"May 15, 2025",,$869.98,0%,Active 
SUB-001326,1298,STARTER, Monthly ,2025-06-25,13-10-2025,$53,5%,PAUSED
SUB-001327,639, Professional ,ANNUAL,2025-07-04,,148.18,20 %,Active
SUB-001328,607,Professional,annual,2025-08-23,,136.98, 0% , Active
SUB-001329,557,Starter ,MONTHLY,2025-03-20,,44.25, 15% ,Active
SUB-001330,456,Starter ,Quarterly ,16-05-2025,,$47.63,20.0%,active
SUB-001331,1247,Starter,monthly,21 Jul 2025,14-01-2026,44.21,20%,Cancelled
SUB-001332,790,free,Monthly,07 Aug 2025,04 Mar 2026,$0,15%,CANCELLED
SUB-001333,1002,Enterprise,Quarterly,"May 04, 2025",,$803,0 %, Active 
SUB-001334,681,Starter, Monthly,03/26/2025,,$45.59,15%,ACTIVE
SUB-001335,903,Starter , Annual,24 Jul 2025,,USD 45.38, 10% ,Active 
SUB-001336,517,Professional,Quarterly,2025-01-07,01-09-2025,167.49,5%,Expired
SUB-001337,911,PROFESSIONAL,Monthly ,01/12/2025,,155.91 USD,, Active
SUB-001338,1081,Starter,Monthly,08/15/2025,,$56,15%,active
SUB-001339,191,Starter , Quarterly,14-02-2025,09/03/2025,48.34 USD,10.0%,paused
SUB-001340,1364, Professional ,QUARTERLY,12/06/2025,,159.32 USD,15.0%,Active 
SUB-001341,224,professional,Annual,2025-01-14,08/16/2025,$142,5.0%, Expired
