transaction_id,user_id,transaction_date,transaction_amount,payment_type,transaction_type,currency
Q4-TX-001105,4,19-12-2025,$389.15,Bank Transfer ,Upgrade ,usd
Q4-TX-001106,110,12/04/2025,269.31 USD,DEBIT CARD, Add-on,US Dollar
Q4-TX-001107,502,07/10/2025,USD 91.99, PayPal,upgrade,usd
Q4-TX-001108,1294,30 Nov 2025,639.34 USD,credit card, Upgrade,usd
Q4-TX-001109,723,2025-12-20,143.97 USD,credit card,subscription,usd
Q4-TX-001110,631,"Dec 12, 2025",$-232, PayPal ,Refund,usd
Q4-TX-001111,917,12-12-2025,92.55,Debit Card ,upgrade,USD
Q4-TX-001112,92,2025-12-28,110.94, Debit Card,Add-on,US Dollar
Q4-TX-001113,776,"Oct 06, 2025",$-468.94, Credit Card , Refund,US Dollar
Q4-TX-001114,598,12-12-2025,-814.44, Bank Transfer,REFUND,USD
Q4-TX-001115,487,2025-12-10,21.23,CREDIT CARD,Upgrade,USD
Q4-TX-001116,192,13 Nov 2025,USD -257.06, Debit Card ,Refund,USD
Q4-TX-001117,475,14 Dec 2025,133.62,Bank Transfer,add-on,USD
Q4-TX-001118,39,2025-10-16,136.99 USD,PayPal,UPGRADE,USD
Q4-TX-001119,409,2025-12-09,$212.82,Debit Card,Subscription,US Dollar
Q4-TX-001120,898,03 Oct 2025,354.38 USD, Debit Card ,SUBSCRIPTION,USD
Q4-TX-001121,383,"Nov 10, 2025",USD 451.18, Debit Card ,Subscription,US Dollar
Q4-TX-001122,75,13-10-2025,$104.54,Credit Card,ADD-ON,US Dollar
Q4-TX-001123,992,20-12-2025,$-297.34, PayPal,refund,usd
Q4-TX-001124,76,20-10-2025,-29.05, Debit Card , Refund ,usd
Q4-TX-001125,218,10/22/2025,$287,Credit Card ,Upgrade,usd
Q4-TX-001126,148,18/12/2025,$120.33, Credit Card, Subscription,USD
Q4-TX-001127,239,29/12/2025,165.44,Credit Card , Subscription,USD
Q4-TX-001128,567,"Nov 06, 2025",31.37,Debit Card ,Upgrade ,usd
Q4-TX-001129,158,03/12/2025,USD 169.40,bank transfer,upgrade,USD
Q4-TX-001130,257,12-10-2025,,Credit Card, Add-on ,usd
Q4-TX-001131,260,"Dec 09, 2025",$315.79,Bank Transfer ,UPGRADE,US Dollar
Q4-TX-001132,988,10/14/2025,338.64,Bank Transfer ,upgrade,US Dollar
Q4-TX-001133,842,21 Dec 2025,-113.33, Bank Transfer , Refund ,US Dollar
Q4-TX-001134,989,"Nov 09, 2025",$146, Debit Card , Subscription ,US Dollar
Q4-TX-001135,1401,2025-11-02,$52.67, PayPal, Subscription,usd
Q4-TX-001136,161,12/20/2025,$-156,Debit Card ,Refund,US Dollar
Q4-TX-001137,678,08/12/2025,183.87 USD,paypal,Subscription ,US Dollar
Q4-TX-001138,825,12/16/2025,235.66, Bank Transfer, Add-on,USD
Q4-TX-001139,429,15/11/2025,-251.29,Bank Transfer, Refund ,US Dollar
Q4-TX-001140,99,2025-11-13,-231.42,PayPal , Refund,US Dollar
Q4-TX-001141,912,2025-12-17,48.14 USD,CREDIT CARD, Add-on ,usd
Q4-TX-001142,1404,11/10/2025,USD -519.99,PAYPAL,Refund ,USD
Q4-TX-001143,365,"Dec 10, 2025",200.91 USD,Debit Card , Subscription,USD
Q4-TX-001144,210,2025-12-26,$-289,Credit Card, Refund,USD
Q4-TX-001145,344,05/10/2025,330.27 USD,Bank Transfer ,upgrade,USD
Q4-TX-001146,259,2025-11-14,-201.27,PayPal,Refund,usd
Q4-TX-001147,840,10/26/2025,97.84, Credit Card, Subscription,usd
Q4-TX-001148,699,05 Dec 2025,-252.90 USD,PAYPAL,REFUND,usd
Q4-TX-001149,439,12/21/2025,$80.56, PayPal, Upgrade,US Dollar
Q4-TX-001150,1189,10/27/2025,-168.99 USD, Bank Transfer , Refund,USD
Q4-TX-001151,3,"Nov 14, 2025",$-505.90,Bank Transfer ,refund,USD
Q4-TX-001152,154,11/28/2025,122.82,Credit Card ,Upgrade,usd
Q4-TX-001153,1106,2025-10-09,151.98,debit card, Upgrade,USD
Q4-TX-001154,319,25 Nov 2025,-174.53 USD,paypal, Refund ,US Dollar
Q4-TX-001155,454,"Dec 29, 2025",-334.97 USD,credit card,Refund ,USD
Q4-TX-001156,962,23-12-2025,308.21 USD,Debit Card, Add-on,US Dollar
Q4-TX-001157,663,12/26/2025,178.07 USD, Credit Card , Upgrade ,USD
Q4-TX-001158,1180,14-11-2025,527.43, Credit Card, Subscription,USD
Q4-TX-001159,496,"Oct 07, 2025",282.07,paypal,SUBSCRIPTION,usd
Q4-TX-001160,580,2025-10-19,$-199, Bank Transfer ,refund,US Dollar
Q4-TX-001161,1089,25 Nov 2025,USD 299.43,debit card,subscription,USD
Q4-TX-001162,778,25 Oct 2025,-232.39, Bank Transfer , Refund ,USD
Q4-TX-001163,200,14 Nov 2025,$-257.69, Bank Transfer, Refund,usd
Q4-TX-001164,375,12/09/2025,-45.62, PayPal , Refund ,US Dollar
Q4-TX-001165,851,28-12-2025,$139.38, PayPal ,Upgrade ,US Dollar
Q4-TX-001166,384,"Dec 21, 2025",USD 398.85,Debit Card ,SUBSCRIPTION,usd
Q4-TX-001167,1316,"Dec 02, 2025",, Debit Card , Add-on,USD
Q4-TX-001168,990,2025-11-15,$98.46,Debit Card, Add-on ,US Dollar
Q4-TX-001169,1432,26-10-2025,-227.41 USD,Credit Card,Refund ,usd
Q4-TX-001170,1430,04-10-2025,$137, Debit Card , Add-on ,usd
Q4-TX-001171,278,26/10/2025,, Bank Transfer,Upgrade,usd
Q4-TX-001172,1285,28/10/2025,$78.65, PayPal , Add-on ,usd
Q4-TX-001173,3,12/04/2025,$316.04,bank transfer, Subscription ,usd
Q4-TX-001174,1075,24/12/2025,USD -299.30, Debit Card,refund,USD
Q4-TX-001175,1392,14-11-2025,-253.72 USD, Bank Transfer ,Refund ,US Dollar
Q4-TX-001176,1056,19 Oct 2025,470.74, Bank Transfer ,Upgrade,usd
Q4-TX-001177,107,25-12-2025,90.57,Debit Card, Add-on ,USD
Q4-TX-001178,584,17 Oct 2025,USD 178.86, Debit Card,Subscription ,USD
Q4-TX-001179,629,"Nov 18, 2025",-211.91, Credit Card ,Refund,usd
Q4-TX-001180,960,27-10-2025,$-136,DEBIT CARD,Refund,US Dollar
Q4-TX-001181,1208,"Dec 31, 2025",99.40 USD,PayPal ,Add-on ,usd
Q4-TX-001182,331,10/23/2025,-301.93,Credit Card, Refund ,usd
Q4-TX-001183,447,12/20/2025,$73.38,Credit Card ,Upgrade ,US Dollar
Q4-TX-001184,128,11/10/2025,$61, PayPal, Add-on ,usd
Q4-TX-001185,251,"Nov 23, 2025",$388.27, Bank Transfer ,UPGRADE,USD
Q4-TX-001186,1390,"Oct 30, 2025",284.78 USD, Bank Transfer,ADD-ON,USD
Q4-TX-001187,227,2025-12-12,-247.52 USD,bank transfer,Refund,US Dollar
Q4-TX-001188,1400,"Nov 21, 2025",463.94, PayPal ,Subscription ,US Dollar
Q4-TX-001189,424,"Dec 28, 2025",$660,bank transfer, Upgrade ,usd
Q4-TX-001190,144,16-12-2025,453.77,Debit Card ,subscription,USD
Q4-TX-001191,1171,11/29/2025,USD 142.50,CREDIT CARD,Subscription,USD
Q4-TX-001192,1111,2025-10-24,USD -547.39,PAYPAL,refund,usd
Q4-TX-001193,160,2025-11-05,$159.13,CREDIT CARD,ADD-ON,US Dollar
Q4-TX-001194,490,08/11/2025,$124.24, PayPal ,Upgrade,USD
Q4-TX-001195,1007,08 Nov 2025,$-189.16,Debit Card,Refund,USD
Q4-TX-001196,1422,"Nov 21, 2025",$-336.95,PayPal ,Refund ,usd
Q4-TX-001197,914,13 Nov 2025,162.92,paypal,Upgrade,US Dollar
Q4-TX-001198,41,25-10-2025,$-154.19, PayPal,refund,usd
Q4-TX-001199,1131,"Dec 24, 2025",517.63,Debit Card , Subscription ,USD
Q4-TX-001200,662,07/12/2025,$337,paypal,Subscription ,usd
Q4-TX-001201,1170,11/14/2025,287.95, PayPal , Add-on ,usd
Q4-TX-001202,852,26 Oct 2025,313.76 USD,PayPal ,add-on,US Dollar
Q4-TX-001203,1481,12/26/2025,147.98, PayPal , Upgrade,usd
Q4-TX-001204,1093,18-11-2025,114.15 USD,PayPal,Upgrade,USD
Q4-TX-001205,114,"Dec 03, 2025",$125,PayPal, Add-on ,USD
Q4-TX-001206,1095,02/12/2025,586.44 USD,Credit Card ,ADD-ON,US Dollar
Q4-TX-001207,888,11/07/2025,310.28,CREDIT CARD,Add-on ,usd
Q4-TX-001208,280,03 Oct 2025,USD 184.55,PAYPAL,add-on,US Dollar
Q4-TX-001209,1344,2025-12-04,-311.21, PayPal ,Refund,usd
Q4-TX-001210,1135,2025-12-17,$293, Bank Transfer,UPGRADE,US Dollar
Q4-TX-001211,988,2025-12-28,-222.67 USD, PayPal , Refund,usd
Q4-TX-001212,1222,07 Oct 2025,236.16,Bank Transfer , Upgrade,US Dollar
Q4-TX-001213,828,03 Nov 2025,109.18,Debit Card, Upgrade,usd
Q4-TX-001214,763,12/27/2025,272.46 USD,Bank Transfer ,Upgrade,USD
Q4-TX-001215,90,"Dec 29, 2025",282.36 USD,credit card,upgrade,usd
Q4-TX-001216,393,16-12-2025,191.93,Credit Card , Subscription,usd
Q4-TX-001217,80,2025-10-07,$277,Debit Card , Add-on,usd
Q4-TX-001218,600,07 Nov 2025,$178,Credit Card , Upgrade ,US Dollar
Q4-TX-001219,1094,18/12/2025,USD 167.65,Credit Card,SUBSCRIPTION,USD
Q4-TX-001220,167,10/15/2025,$285.90,Credit Card, Subscription,US Dollar
Q4-TX-001221,9,"Oct 11, 2025",$238.43, Debit Card, Subscription,USD
Q4-TX-001222,1197,2025-10-07,USD 107.28,credit card,add-on,US Dollar
Q4-TX-001223,646,24 Dec 2025,USD 79.45, Bank Transfer , Subscription ,usd
Q4-TX-001224,488,16/11/2025,340.77, Bank Transfer,add-on,usd
Q4-TX-001225,1453,11/10/2025,USD 149.76,CREDIT CARD, Upgrade ,US Dollar
Q4-TX-001226,273,10/22/2025,USD 179.64, Credit Card ,UPGRADE,usd
Q4-TX-001227,1107,04 Oct 2025,USD 290.95,credit card,Subscription ,US Dollar
Q4-TX-001228,960,12/03/2025,USD 198.37,PayPal,ADD-ON,US Dollar
Q4-TX-001229,25,2025-12-17,390.93, Bank Transfer,UPGRADE,USD
Q4-TX-001230,817,12/27/2025,-188.90 USD,BANK TRANSFER,Refund,usd
Q4-TX-001231,832,11/30/2025,$329.64, Credit Card ,Subscription,usd
Q4-TX-001232,978,2025-11-17,-439.73, Credit Card , Refund ,usd
Q4-TX-001233,233,12 Dec 2025,$27, Bank Transfer,Add-on,US Dollar
Q4-TX-001234,166,"Dec 03, 2025",47.57,DEBIT CARD,Subscription,USD
Q4-TX-001235,1308,21 Nov 2025,-158.42 USD,Debit Card ,Refund,usd
Q4-TX-001236,649,14 Oct 2025,99.99 USD,Bank Transfer ,Add-on,US Dollar
Q4-TX-001237,482,19 Nov 2025,258.08 USD, Credit Card ,Add-on,usd
Q4-TX-001238,483,2025-12-13,$-166, Bank Transfer , Refund,USD
Q4-TX-001239,616,19/10/2025,42.53 USD,Debit Card ,Upgrade ,US Dollar
Q4-TX-001240,230,10/19/2025,-224.38 USD, PayPal ,refund,US Dollar
Q4-TX-001241,126,2025-11-07,488.49 USD,Credit Card,upgrade,US Dollar
Q4-TX-001242,685,2025-12-10,$72, Credit Card, Add-on,US Dollar
Q4-TX-001243,1166,24/10/2025,$189.27,PAYPAL,add-on,USD
Q4-TX-001244,1480,12/20/2025,-46.16 USD,BANK TRANSFER,refund,US Dollar
Q4-TX-001245,311,"Oct 28, 2025",USD -682.14, Credit Card ,Refund,US Dollar
Q4-TX-001246,614,16-10-2025,236.02,DEBIT CARD,add-on,US Dollar
Q4-TX-001247,917,10/29/2025,-151.13,CREDIT CARD,Refund ,USD
Q4-TX-001248,1475,2025-10-22,USD 233.82,Credit Card , Upgrade ,usd
Q4-TX-001249,110,10/19/2025,115.31,PayPal ,Subscription,usd
Q4-TX-001250,1448,12-12-2025,$135.12,debit card,Subscription ,USD
Q4-TX-001251,1049,2025-11-26,244.43,debit card,Add-on,USD
Q4-TX-001252,1150,"Dec 15, 2025",137.88 USD,Bank Transfer,upgrade,US Dollar
Q4-TX-001253,486,08/10/2025,$-139,debit card,Refund,USD
Q4-TX-001254,992,22-11-2025,-228.33 USD,Credit Card, Refund ,usd
Q4-TX-001255,828,16 Nov 2025,$61,Debit Card, Subscription,usd
Q4-TX-001256,267,05 Oct 2025,$-358.73,debit card,REFUND,usd
Q4-TX-001257,818,"Oct 20, 2025",USD 582.73,Bank Transfer , Subscription,USD
Q4-TX-001258,1472,28/11/2025,-107.07, Credit Card ,Refund,USD
Q4-TX-001259,1168,07/12/2025,USD 227.66,credit card, Add-on,US Dollar
Q4-TX-001260,323,13/11/2025,362.88 USD,BANK TRANSFER, Upgrade ,US Dollar
Q4-TX-001261,844,26 Oct 2025,USD -192.38,Credit Card,Refund,US Dollar
Q4-TX-001262,1232,07-11-2025,$306.07, PayPal,Subscription,US Dollar
Q4-TX-001263,117,06/10/2025,,BANK TRANSFER,Upgrade ,US Dollar
Q4-TX-001264,213,10/24/2025,USD 32.85,Credit Card ,Add-on ,USD
Q4-TX-001265,273,03-10-2025,-263.41,Credit Card ,REFUND,usd
Q4-TX-001266,1443,20 Dec 2025,136.55 USD, Credit Card,Upgrade,US Dollar
Q4-TX-001267,156,2025-11-10,218.75 USD, Bank Transfer,UPGRADE,US Dollar
Q4-TX-001268,527,09/11/2025,$237.79, PayPal,Upgrade,usd
Q4-TX-001269,349,2025-12-24,$320, Bank Transfer , Add-on ,usd
Q4-TX-001270,553,10/16/2025,$88.52,CREDIT CARD, Add-on,usd
Q4-TX-001271,419,12/11/2025,-518.77 USD,CREDIT CARD,refund,usd
Q4-TX-001272,1338,10/24/2025,243.38,debit card,UPGRADE,USD
Q4-TX-001273,1350,"Oct 02, 2025",234.52,debit card,UPGRADE,usd
Q4-TX-001274,212,2025-11-23,$-187, Credit Card, Refund,US Dollar
Q4-TX-001275,819,2025-10-12,170.26 USD,PAYPAL,Add-on,usd
Q4-TX-001276,99,11/05/2025,414.41 USD,Debit Card,add-on,US Dollar
Q4-TX-001277,60,08-10-2025,671.97,Bank Transfer , Upgrade,USD
Q4-TX-001278,52,28/12/2025,388.85, Debit Card,SUBSCRIPTION,US Dollar
Q4-TX-001279,927,2025-10-30,279.03,CREDIT CARD,subscription,USD
Q4-TX-001280,1025,12/13/2025,, Bank Transfer ,UPGRADE,US Dollar
Q4-TX-001281,772,26 Nov 2025,$776.26,Debit Card, Upgrade ,USD
Q4-TX-001282,1151,10/01/2025,$-448.50, Bank Transfer, Refund,usd
Q4-TX-001283,1445,08/10/2025,-532.80,CREDIT CARD,Refund ,USD
Q4-TX-001284,319,16/10/2025,312.43 USD,paypal, Subscription,usd
Q4-TX-001285,702,11/04/2025,$721, Debit Card,Add-on ,USD
Q4-TX-001286,31,2025-10-24,188.28 USD,PAYPAL,upgrade,usd
Q4-TX-001287,341,12/16/2025,$276,PayPal,ADD-ON,USD
Q4-TX-001288,144,12/15/2025,$395, PayPal , Add-on,US Dollar
Q4-TX-001289,844,11/14/2025,$151.98, Credit Card ,Subscription ,US Dollar
Q4-TX-001290,558,09/12/2025,$-349.54,Bank Transfer , Refund,US Dollar
Q4-TX-001291,1365,"Nov 29, 2025",$111,bank transfer,upgrade,usd
Q4-TX-001292,266,01/10/2025,151.11,Bank Transfer ,Subscription,US Dollar
Q4-TX-001293,863,17/12/2025,185.24,BANK TRANSFER,ADD-ON,US Dollar
Q4-TX-001294,1467,06 Nov 2025,$-477,Bank Transfer, Refund ,USD
Q4-TX-001295,529,"Nov 30, 2025",58.21, Debit Card, Add-on,US Dollar
Q4-TX-001296,466,30/11/2025,246.58,paypal,Add-on ,usd
Q4-TX-001297,828,2025-12-18,$-369,credit card,Refund ,usd
Q4-TX-001298,687,29 Nov 2025,-201.08 USD, Credit Card,REFUND,USD
Q4-TX-001299,878,17 Oct 2025,-863.13,Bank Transfer ,REFUND,usd
Q4-TX-001300,887,12/13/2025,$422, Debit Card ,upgrade,usd
Q4-TX-001301,1082,2025-12-25,USD 248.98,debit card,Subscription,USD
Q4-TX-001302,306,24 Nov 2025,578.97, Debit Card,SUBSCRIPTION,US Dollar
Q4-TX-001303,45,10/12/2025,$299,bank transfer, Subscription,USD
Q4-TX-001304,1115,"Dec 07, 2025",175.96, Credit Card , Upgrade,USD
Q4-TX-001305,16,"Oct 14, 2025",$64, PayPal,Subscription ,US Dollar
Q4-TX-001306,433,15-11-2025,$235,DEBIT CARD, Upgrade,USD
Q4-TX-001307,977,"Oct 22, 2025",285.89, Bank Transfer ,Add-on ,usd
Q4-TX-001308,107,"Dec 07, 2025",USD 416.58,bank transfer,UPGRADE,USD
Q4-TX-001309,531,09 Oct 2025,$-453.70,Credit Card ,Refund ,US Dollar
Q4-TX-001310,423,26-10-2025,-311.76,credit card,refund,US Dollar
Q4-TX-001311,1257,01 Nov 2025,$218,Credit Card, Subscription ,USD
Q4-TX-001312,1086,11/28/2025,$-117.07, Bank Transfer,Refund,US Dollar
Q4-TX-001313,946,01-10-2025,$-560.88,PayPal,REFUND,USD
Q4-TX-001314,35,"Dec 12, 2025",-40.77 USD,BANK TRANSFER, Refund ,usd
Q4-TX-001315,157,01/10/2025,$521,PayPal ,subscription,usd
Q4-TX-001316,1284,12/04/2025,341.50 USD,bank transfer, Add-on ,US Dollar
Q4-TX-001317,676,19-10-2025,USD 441.20,DEBIT CARD, Upgrade,US Dollar
Q4-TX-001318,736,16/12/2025,$261.66, Credit Card ,Add-on ,USD
Q4-TX-001319,1347,10/06/2025,221.60 USD, Debit Card,Add-on,usd
Q4-TX-001320,1261,02-11-2025,217.42,Bank Transfer, Add-on ,US Dollar
Q4-TX-001321,105,11/19/2025,USD 294.36,Bank Transfer ,SUBSCRIPTION,usd
Q4-TX-001322,247,23 Oct 2025,$-289.81,Bank Transfer, Refund ,USD
Q4-TX-001323,886,07 Oct 2025,339.25,Bank Transfer ,upgrade,usd
Q4-TX-001324,1014,19 Nov 2025,-198.42, PayPal , Refund,USD
Q4-TX-001325,1076,14/12/2025,-82.08, Debit Card, Refund,US Dollar
Q4-TX-001326,612,06 Dec 2025,248.40, Bank Transfer , Upgrade ,US Dollar
Q4-TX-001327,1174,14/11/2025,-141.24,bank transfer,Refund,US Dollar
Q4-TX-001328,716,"Oct 30, 2025",151.05 USD, Bank Transfer ,Add-on ,US Dollar
Q4-TX-001329,392,12/19/2025,$283.66, Credit Card,SUBSCRIPTION,USD
Q4-TX-001330,40,06 Nov 2025,$214.95, Debit Card,subscription,USD
Q4-TX-001331,653,12/11/2025,-176.18,Credit Card ,REFUND,US Dollar
Q4-TX-001332,1161,20/11/2025,USD 122.62, Credit Card ,Add-on ,US Dollar
Q4-TX-001333,626,"Oct 03, 2025",84.83,CREDIT CARD,ADD-ON,usd
Q4-TX-001334,129,2025-10-06,148.06 USD, Bank Transfer ,subscription,USD
Q4-TX-001335,144,12/16/2025,$367.64,Bank Transfer , Upgrade ,usd
Q4-TX-001336,70,05 Dec 2025,USD 143.08,Bank Transfer, Subscription ,USD
Q4-TX-001337,526,26-10-2025,, Debit Card ,Add-on ,USD
Q4-TX-001338,333,"Oct 26, 2025",$474, Debit Card, Upgrade,US Dollar
Q4-TX-001339,263,12-11-2025,$38,BANK TRANSFER, Add-on ,US Dollar
Q4-TX-001340,1345,16/10/2025,493.28,paypal,Upgrade ,usd
Q4-TX-001341,1284,23 Dec 2025,403.17 USD,Credit Card,ADD-ON,US Dollar
Q4-TX-001342,127,2025-12-21,176.96,PayPal ,subscription,US Dollar
Q4-TX-001343,1100,2025-12-11,$393, PayPal,subscription,US Dollar
Q4-TX-001344,1109,26-12-2025,$284.01, PayPal , Add-on ,USD
Q4-TX-001345,1110,2025-11-19,-276.68,Debit Card ,Refund,US Dollar
Q4-TX-001346,854,05/11/2025,396.80, Credit Card,Add-on,US Dollar
Q4-TX-001347,18,2025-11-05,68.24,DEBIT CARD,Subscription ,USD
Q4-TX-001348,825,"Dec 13, 2025",USD 207.06, Debit Card,Subscription,usd
Q4-TX-001349,504,25 Dec 2025,240.25,PayPal , Add-on ,US Dollar
Q4-TX-001350,1338,01 Oct 2025,$312, Debit Card ,Subscription,US Dollar
Q4-TX-001351,1157,24/11/2025,,Bank Transfer ,Refund ,USD
Q4-TX-001352,497,05 Dec 2025,197.51,DEBIT CARD, Add-on,US Dollar
Q4-TX-001353,800,"Dec 22, 2025",337.51,DEBIT CARD,Upgrade ,US Dollar
Q4-TX-001354,1180,31-10-2025,$-216,PayPal, Refund ,USD
Q4-TX-001355,1222,2025-11-05,$170.55,PayPal ,Upgrade ,usd
Q4-TX-001356,755,10/05/2025,290.31,debit card,Subscription,USD
Q4-TX-001357,981,12/24/2025,$624,DEBIT CARD, Upgrade ,US Dollar
Q4-TX-001358,1287,18/10/2025,226.61 USD,PayPal ,Upgrade ,usd
Q4-TX-001359,1049,03/10/2025,$121,bank transfer, Add-on ,USD
Q4-TX-001360,1270,2025-12-10,716.55 USD,PAYPAL, Upgrade,US Dollar
Q4-TX-001361,469,"Nov 24, 2025",,PayPal ,Upgrade,US Dollar
Q4-TX-001362,87,2025-10-04,USD 120.78,PayPal ,add-on,usd
Q4-TX-001363,1417,28-11-2025,-230.59 USD, Credit Card ,refund,usd
Q4-TX-001364,605,"Oct 30, 2025",-150.61,Debit Card ,Refund ,US Dollar
Q4-TX-001365,354,2025-11-21,$-241.63,Debit Card,REFUND,usd
Q4-TX-001366,303,10-10-2025,$-210, Credit Card ,REFUND,US Dollar
Q4-TX-001367,462,10/21/2025,$292.21,BANK TRANSFER,upgrade,usd
Q4-TX-001368,1067,06/11/2025,224.97, Credit Card, Upgrade,USD
Q4-TX-001369,1071,08/10/2025,198.05,paypal,Add-on,USD
Q4-TX-001370,435,"Dec 27, 2025",-282.06,BANK TRANSFER,refund,usd
Q4-TX-001371,1248,22 Oct 2025,$-113.38,PAYPAL,REFUND,usd
Q4-TX-001372,133,12/17/2025,$792.78, PayPal ,subscription,US Dollar
Q4-TX-001373,552,14-11-2025,$674,Credit Card ,Add-on ,US Dollar
Q4-TX-001374,880,22/10/2025,205.51,Bank Transfer,add-on,US Dollar
Q4-TX-001375,1113,13 Nov 2025,$312,PAYPAL,Add-on ,USD
Q4-TX-001376,292,20 Nov 2025,USD 333.92,Debit Card ,Subscription,USD
Q4-TX-001377,641,"Nov 29, 2025",$348,Debit Card, Add-on,USD
Q4-TX-001378,1066,26/10/2025,$288.99,Bank Transfer,subscription,usd
Q4-TX-001379,51,"Oct 15, 2025",$125,bank transfer, Add-on ,USD
Q4-TX-001380,665,07/11/2025,303.17 USD, Debit Card, Add-on,usd
Q4-TX-001381,1259,26-12-2025,-385.75,Credit Card , Refund ,usd
Q4-TX-001382,710,2025-11-12,276.69 USD, Debit Card ,Add-on ,usd
Q4-TX-001383,94,26-12-2025,-346.57,PayPal,Refund,USD
Q4-TX-001384,1177,10/20/2025,$251, Credit Card ,Add-on,USD
Q4-TX-001385,271,"Nov 28, 2025",618.75 USD,Debit Card,Subscription,usd
Q4-TX-001386,1389,10/30/2025,-152.68 USD,credit card,Refund,USD
Q4-TX-001387,1489,15-12-2025,$-287.12,CREDIT CARD,Refund ,usd
Q4-TX-001388,178,16/11/2025,473.00,DEBIT CARD, Upgrade,usd
Q4-TX-001389,1463,12/03/2025,281.38 USD,Credit Card ,Add-on,USD
Q4-TX-001390,1264,"Oct 25, 2025",632.79 USD,credit card,Subscription,usd
Q4-TX-001391,1446,17 Oct 2025,74.09 USD,bank transfer, Add-on ,USD
Q4-TX-001392,849,12/08/2025,316.12 USD, Bank Transfer,SUBSCRIPTION,USD
Q4-TX-001393,797,13-11-2025,162.96 USD,Credit Card,Add-on,usd
Q4-TX-001394,197,2025-11-15,USD -138.02, Debit Card ,Refund ,US Dollar
Q4-TX-001395,1250,16-11-2025,116.76,bank transfer, Upgrade ,USD
Q4-TX-001396,193,"Nov 22, 2025",$595,debit card, Subscription,usd
Q4-TX-001397,1291,01 Oct 2025,$270, Credit Card,upgrade,US Dollar
Q4-TX-001398,972,19/12/2025,$-672.37,Credit Card ,refund,US Dollar
Q4-TX-001399,359,04-12-2025,109.51, Bank Transfer,ADD-ON,US Dollar
Q4-TX-001400,1275,04-12-2025,233.01,PayPal, Add-on ,usd
Q4-TX-001401,664,2025-10-16,$131.64, Credit Card , Upgrade,usd
Q4-TX-001402,929,26/12/2025,618.52 USD,debit card,Add-on ,US Dollar
Q4-TX-001403,1482,30/12/2025,344.20, Bank Transfer,Subscription ,usd
Q4-TX-001404,819,"Dec 19, 2025",236.31 USD,credit card,add-on,USD
Q4-TX-001405,828,07/10/2025,478.77,paypal, Upgrade,US Dollar
Q4-TX-001406,161,2025-12-06,308.41 USD,PayPal , Upgrade,US Dollar
Q4-TX-001407,1352,"Oct 22, 2025",USD 28.26, Credit Card,Subscription ,US Dollar
Q4-TX-001408,418,2025-11-13,94.08,DEBIT CARD,Subscription,US Dollar
Q4-TX-001409,372,29-10-2025,315.94, Debit Card, Upgrade ,usd
Q4-TX-001410,595,21 Dec 2025,$99.58, PayPal ,SUBSCRIPTION,US Dollar
Q4-TX-001411,14,16-12-2025,180.45,Debit Card , Subscription,US Dollar
Q4-TX-001412,1286,26/12/2025,-113.42,debit card,Refund,US Dollar
Q4-TX-001413,262,20-11-2025,$427.39, PayPal ,add-on,US Dollar
Q4-TX-001414,135,26 Oct 2025,124.10,Debit Card ,Add-on,USD
Q4-TX-001415,297,16-10-2025,248.98,PayPal,Upgrade,US Dollar
Q4-TX-001416,1031,10/12/2025,USD -310.98,DEBIT CARD,REFUND,usd
Q4-TX-001417,1068,28/11/2025,USD 193.53,credit card,Upgrade ,USD
Q4-TX-001418,849,2025-10-02,$254.96, Credit Card ,SUBSCRIPTION,USD
Q4-TX-001419,1379,"Dec 11, 2025",217.96,PayPal, Subscription ,US Dollar
Q4-TX-001420,1298,24-11-2025,573.41 USD,credit card,Upgrade,usd
Q4-TX-001421,315,04/11/2025,$312.06,BANK TRANSFER,Add-on,USD
Q4-TX-001422,1463,28 Dec 2025,51.55 USD, Credit Card , Subscription ,USD
Q4-TX-001423,969,"Oct 10, 2025",USD 521.25,DEBIT CARD,Upgrade,usd
Q4-TX-001424,329,11/13/2025,USD 72.60, Bank Transfer,Upgrade,USD
Q4-TX-001425,709,"Oct 07, 2025",, Credit Card,subscription,US Dollar
Q4-TX-001426,152,12/19/2025,-320.07,Debit Card ,Refund ,USD
Q4-TX-001427,136,"Oct 18, 2025",166.63,Bank Transfer , Upgrade,US Dollar
Q4-TX-001428,467,20/12/2025,-139.29 USD,Credit Card,Refund,usd
Q4-TX-001429,668,20 Oct 2025,USD 85.17,PAYPAL, Subscription ,usd
Q4-TX-001430,126,30-10-2025,-75.45 USD, Credit Card, Refund,USD
Q4-TX-001431,162,27-10-2025,-415.62, PayPal , Refund ,usd
Q4-TX-001432,1421,2025-11-17,$209,Bank Transfer ,subscription,US Dollar
Q4-TX-001433,204,30/11/2025,$233, Bank Transfer, Subscription,US Dollar
Q4-TX-001434,1136,11 Nov 2025,134.38,PAYPAL, Subscription,US Dollar
Q4-TX-001435,260,"Nov 27, 2025",USD 117.48, Debit Card ,SUBSCRIPTION,USD
Q4-TX-001436,706,2025-10-21,221.42, Credit Card, Add-on,US Dollar
Q4-TX-001437,995,12/15/2025,93.39 USD,Bank Transfer,Add-on,US Dollar
Q4-TX-001438,763,10/21/2025,-141.60,credit card,Refund,usd
Q4-TX-001439,1325,30-10-2025,178.44, PayPal ,ADD-ON,USD
