interaction_id,user_id,campaign_id,interaction_date,interaction_type,converted
INT-0004918,340,CMP-0019,29-03-2025,EMAIL OPEN,No 
INT-0004919,800,CMP-0010,18-07-2025,Website Visit, No
INT-0004920,441,CMP-0016,2025-08-28,CLICK, No
INT-0004921,416,CMP-0020,03-03-2025, Website Visit ,Yes 
INT-0004922,812,CMP-0002,"May 14, 2025",CLICK,No 
INT-0004923,1431,CMP-0017,11/07/2025, Trial Signup ,NO
INT-0004924,1177,CMP-0023,2025-12-02, Trial Signup,No 
INT-0004925,615,CMP-0017,19 Jul 2025,Website Visit , No
INT-0004926,492,CMP-0018,25-11-2025, Website Visit, Yes 
INT-0004927,373,CMP-0005,"Nov 07, 2025",Website Visit,yes
INT-0004928,746,CMP-0008,"Oct 08, 2025",Demo Request, No 
INT-0004929,1500,CMP-0014,2025-11-19,Email Open,Yes
INT-0004930,379,CMP-0020,07/11/2025,Email Open ,No 
INT-0004931,698,CMP-0015,11/02/2025, Email Open,No
INT-0004932,113,CMP-0024,10-12-2025, Click ,NO
INT-0004933,337,CMP-0024,12 Mar 2025,demo request,No
INT-0004934,815,CMP-0027,12 Aug 2025,demo request,NO
INT-0004935,1315,CMP-0010,01/03/2025, Email Open ,NO
INT-0004936,145,CMP-0009,2025-02-25,CLICK,yes
INT-0004937,636,CMP-0025,02/21/2025, Email Open ,NO
INT-0004938,980,CMP-0012,07/26/2025, Click,no
INT-0004939,746,CMP-0023,"Jul 15, 2025", Click, No
INT-0004940,359,CMP-0017,"Jan 13, 2025",Website Visit , No
INT-0004941,195,CMP-0005,2025-01-08,impression, Yes 
INT-0004942,1374,CMP-0019,20-05-2025, Website Visit,No 
INT-0004943,1086,CMP-0006,20/03/2025, Demo Request ,no
INT-0004944,1268,CMP-0009,08-07-2025,Website Visit,No 
INT-0004945,1189,CMP-0007,"Oct 13, 2025", Trial Signup ,No 
INT-0004946,618,CMP-0018,04/07/2025, Trial Signup ,YES
INT-0004947,531,CMP-0015,07/05/2025,Email Open ,no
INT-0004948,209,CMP-0017,03/12/2025, Click,Yes 
INT-0004949,319,CMP-0025,2025-10-22,Trial Signup, No
INT-0004950,199,CMP-0018,06/01/2025,Trial Signup ,No
INT-0004951,218,CMP-0009,30-05-2025,Website Visit, No
INT-0004952,1368,CMP-0002,2025-09-08,Impression, No 
INT-0004953,907,CMP-0010,16 Mar 2025,Trial Signup , Yes 
INT-0004954,1196,CMP-0007,14-04-2025,CLICK,yes
INT-0004955,893,CMP-0002,2025-08-18,Website Visit ,NO
INT-0004956,1391,CMP-0011,15 Mar 2025,demo request,No 
INT-0004957,1003,CMP-0014,22 Dec 2025,CLICK,Yes 
INT-0004958,358,CMP-0004,26-03-2025, Email Open , Yes 
INT-0004959,363,CMP-0027,03 Nov 2025,website visit,No 
INT-0004960,1155,CMP-0027,"Dec 20, 2025",CLICK, No
INT-0004961,1141,CMP-0016,05/28/2025,Trial Signup,No
INT-0004962,74,CMP-0030,12/07/2025,Email Open,No 
INT-0004963,1420,CMP-0008,2025-03-13,Trial Signup ,NO
INT-0004964,678,CMP-0030,"Oct 26, 2025", Email Open , No
INT-0004965,750,CMP-0017,13 Oct 2025,Impression,No
INT-0004966,439,CMP-0017,2025-06-09, Trial Signup ,NO
INT-0004967,659,CMP-0002,2025-05-15,Demo Request,NO
INT-0004968,919,CMP-0021,2025-08-05,TRIAL SIGNUP,NO
INT-0004969,763,CMP-0019,11-12-2025,Click ,No
INT-0004970,1115,CMP-0025,03-12-2025, Email Open, Yes 
INT-0004971,317,CMP-0022,02 Nov 2025,Demo Request, No 
INT-0004972,871,CMP-0025,19/03/2025,Demo Request ,No
INT-0004973,644,,2025-02-12,Trial Signup ,NO
INT-0004974,288,CMP-0011,2025-06-11, Impression,YES
INT-0004975,422,CMP-0029,2025-11-20,CLICK, No 
INT-0004976,1090,CMP-0023,12/23/2025, Demo Request,Yes
INT-0004977,626,CMP-0004,29 Sep 2025,Impression, No
INT-0004978,750,CMP-0001,"Jul 30, 2025",Impression ,YES
INT-0004979,1496,CMP-0013,02 Jul 2025,DEMO REQUEST, No
INT-0004980,709,CMP-0001,2025-06-02,Click ,NO
INT-0004981,486,CMP-0002,02 Mar 2025,CLICK,no
INT-0004982,227,CMP-0015,06/19/2025,Website Visit , No
INT-0004983,126,CMP-0015,"Sep 27, 2025", Email Open,No 
INT-0004984,1481,CMP-0022,2025-10-05,Click ,NO
INT-0004985,728,CMP-0008,2025-09-15, Demo Request,no
INT-0004986,103,CMP-0029,08/30/2025,EMAIL OPEN,YES
INT-0004987,748,CMP-0020,29 Nov 2025,Website Visit,No
INT-0004988,182,CMP-0017,"Aug 26, 2025", Demo Request ,No 
INT-0004989,71,CMP-0013,03/27/2025,Trial Signup, No
INT-0004990,578,CMP-0010,19 Sep 2025,Email Open ,YES
INT-0004991,1048,CMP-0020,2025-07-25,Click,No 
INT-0004992,1092,CMP-0029,"Feb 09, 2025",Email Open ,No 
INT-0004993,1433,CMP-0026,14/06/2025,TRIAL SIGNUP,no
INT-0004994,259,CMP-0009,2025-02-21,DEMO REQUEST,no
INT-0004995,1384,CMP-0018,04-06-2025, Demo Request, No
INT-0004996,1055,CMP-0026,2025-04-07, Trial Signup ,No 
INT-0004997,179,CMP-0007,23/10/2025, Demo Request,No 
INT-0004998,129,CMP-0007,16 Feb 2025, Click,No 
INT-0004999,759,CMP-0022,01/05/2025,CLICK, Yes 
INT-0005000,310,CMP-0023,11/10/2025,impression,yes
INT-0005001,683,CMP-0002,08/29/2025, Trial Signup,No
INT-0005002,571,CMP-0021,20 May 2025, Click ,NO
INT-0005003,1352,CMP-0015,11-05-2025,Click ,No 
INT-0005004,1449,CMP-0009,"Feb 28, 2025",click,no
INT-0005005,580,CMP-0022,29 Nov 2025,Website Visit,No
INT-0005006,1408,CMP-0030,15-01-2025,email open,Yes
INT-0005007,449,CMP-0015,19/02/2025, Click ,YES
INT-0005008,487,CMP-0024,30 May 2025,Trial Signup ,NO
INT-0005009,1463,CMP-0006,08/27/2025,Trial Signup , No 
INT-0005010,349,CMP-0008,"Jul 13, 2025", Demo Request, No
INT-0005011,1358,CMP-0027,2025-07-02,impression,No
INT-0005012,926,CMP-0010,13 May 2025,Email Open,NO
INT-0005013,152,CMP-0016,13-10-2025, Website Visit ,No
INT-0005014,888,CMP-0007,21/11/2025, Website Visit , No 
INT-0005015,753,CMP-0026,"Jan 26, 2025", Trial Signup,no
INT-0005016,972,CMP-0007,12/24/2025,DEMO REQUEST, No
INT-0005017,451,CMP-0027,"Sep 05, 2025", Email Open,No
INT-0005018,1121,CMP-0025,10/23/2025, Demo Request, No 
INT-0005019,324,CMP-0030,2025-01-02,Demo Request , No
INT-0005020,554,CMP-0012,18/11/2025, Impression,NO
INT-0005021,762,CMP-0015,01/06/2025,click, No
INT-0005022,897,CMP-0029,23 May 2025,EMAIL OPEN, No 
INT-0005023,573,CMP-0017,07-05-2025, Impression,yes
INT-0005024,10,CMP-0026,"Sep 30, 2025", Impression,No
INT-0005025,1361,CMP-0030,25 Apr 2025,TRIAL SIGNUP,No
INT-0005026,606,CMP-0022,09 Sep 2025,DEMO REQUEST,no
INT-0005027,1318,CMP-0005,06/08/2025,Trial Signup, No
INT-0005028,1008,CMP-0026,"Oct 26, 2025",trial signup, No
INT-0005029,29,CMP-0011,"May 30, 2025",click,NO
INT-0005030,1031,CMP-0030,06 Jan 2025, Impression ,No 
INT-0005031,1499,CMP-0003,09/28/2025, Email Open ,No 
INT-0005032,222,CMP-0017,26 Jul 2025, Trial Signup, No 
INT-0005033,907,CMP-0021,"Aug 24, 2025",Trial Signup , No
INT-0005034,821,CMP-0014,2025-09-06,IMPRESSION,No 
INT-0005035,277,CMP-0022,11/05/2025,IMPRESSION,Yes
INT-0005036,487,CMP-0009,27 Oct 2025, Demo Request ,No
INT-0005037,912,CMP-0019,2025-03-09,TRIAL SIGNUP,NO
INT-0005038,1048,CMP-0019,25-03-2025,website visit,No
INT-0005039,232,CMP-0014,25/02/2025,EMAIL OPEN,NO
INT-0005040,633,CMP-0012,04/09/2025,Website Visit,Yes 
INT-0005041,980,CMP-0018,27/08/2025,Click, No
INT-0005042,505,CMP-0002,23/01/2025, Click ,Yes 
INT-0005043,1264,CMP-0022,2025-10-23,DEMO REQUEST, Yes
INT-0005044,1276,CMP-0004,26/09/2025, Trial Signup , Yes
INT-0005045,265,CMP-0020,08/22/2025,Trial Signup , Yes 
INT-0005046,745,CMP-0025,28 May 2025,trial signup,no
INT-0005047,217,CMP-0023,"Aug 20, 2025",Impression , No
INT-0005048,997,CMP-0026,12 Aug 2025, Website Visit,Yes 
INT-0005049,969,CMP-0006,29-11-2025, Website Visit ,No 
INT-0005050,638,CMP-0005,22-06-2025, Trial Signup,NO
INT-0005051,622,CMP-0025,05/06/2025, Trial Signup ,yes
INT-0005052,30,CMP-0015,04-07-2025, Email Open ,No 
INT-0005053,1025,CMP-0015,29-06-2025,Demo Request, Yes 
INT-0005054,771,CMP-0015,15/10/2025,click,YES
INT-0005055,909,CMP-0021,12/18/2025,click,No
INT-0005056,1498,,06-07-2025,Email Open ,YES
INT-0005057,988,CMP-0021,"Jan 16, 2025",Impression ,NO
INT-0005058,262,CMP-0015,07-06-2025,Demo Request,NO
INT-0005059,127,CMP-0011,11-03-2025,Website Visit ,No
INT-0005060,1005,CMP-0025,09/06/2025, Trial Signup ,No 
INT-0005061,612,CMP-0012,04 Jun 2025, Demo Request,Yes
INT-0005062,1116,CMP-0027,07 May 2025,Trial Signup,No 
INT-0005063,1383,CMP-0019,24-12-2025,demo request,NO
INT-0005064,730,CMP-0030,17/02/2025, Email Open , No
INT-0005065,577,CMP-0007,31-10-2025,Demo Request ,No
INT-0005066,102,CMP-0007,"Oct 06, 2025", Impression, No 
INT-0005067,579,CMP-0021,2025-05-06,Demo Request,YES
INT-0005068,1405,CMP-0019,15/05/2025, Email Open, No
INT-0005069,549,CMP-0021,"Dec 28, 2025",IMPRESSION,yes
INT-0005070,347,CMP-0017,05/05/2025, Website Visit,Yes
INT-0005071,787,CMP-0015,2025-02-19, Demo Request, Yes 
INT-0005072,629,CMP-0023,"Dec 25, 2025", Trial Signup , No
INT-0005073,1096,CMP-0013,"Sep 16, 2025",IMPRESSION, No 
INT-0005074,625,CMP-0029,19/11/2025,EMAIL OPEN, Yes
INT-0005075,701,CMP-0017,2025-07-14,impression, No
INT-0005076,1061,CMP-0013,01/30/2025,Email Open ,No
INT-0005077,1174,CMP-0025,13 Apr 2025,DEMO REQUEST, No 
INT-0005078,728,CMP-0002,05-06-2025,impression,NO
INT-0005079,37,CMP-0014,16 Apr 2025,Trial Signup,No
INT-0005080,569,CMP-0006,26/03/2025,Demo Request,No
INT-0005081,635,CMP-0011,2025-12-25,email open, No
INT-0005082,804,CMP-0009,12/22/2025, Website Visit, No 
INT-0005083,550,CMP-0030,"Feb 18, 2025",TRIAL SIGNUP,No 
INT-0005084,1263,CMP-0020,24 Sep 2025,Trial Signup ,no
INT-0005085,1455,CMP-0009,29 Jul 2025,Impression ,NO
INT-0005086,1006,CMP-0016,"Dec 17, 2025",website visit, No
INT-0005087,598,CMP-0016,05/30/2025,demo request,Yes 
INT-0005088,1048,CMP-0026,2025-04-06, Click ,No
INT-0005089,363,CMP-0021,"Sep 08, 2025", Impression, No
INT-0005090,858,CMP-0024,2025-08-26,Website Visit ,YES
INT-0005091,710,CMP-0024,"Apr 06, 2025",website visit,No 
INT-0005092,241,CMP-0005,"Dec 11, 2025",trial signup,Yes 
INT-0005093,1378,CMP-0026,09/17/2025,TRIAL SIGNUP, No
INT-0005094,99,CMP-0008,05-06-2025, Email Open,NO
INT-0005095,662,CMP-0015,09/25/2025,Impression ,No 
INT-0005096,1241,CMP-0028,"Sep 12, 2025",IMPRESSION,No 
INT-0005097,146,CMP-0023,"Aug 17, 2025",CLICK,YES
INT-0005098,138,CMP-0017,2025-02-04,TRIAL SIGNUP,NO
INT-0005099,1329,CMP-0015,06/04/2025,Impression ,no
INT-0005100,135,CMP-0008,"Jul 21, 2025", Trial Signup ,No 
INT-0005101,762,CMP-0026,"Aug 25, 2025",Email Open , Yes
INT-0005102,203,CMP-0014,27-08-2025, Impression , No 
INT-0005103,420,CMP-0001,03/01/2025,demo request,No 
INT-0005104,553,CMP-0019,2025-09-23,Click , No 
INT-0005105,722,CMP-0010,02-01-2025,TRIAL SIGNUP,YES
INT-0005106,342,CMP-0027,05/09/2025,Website Visit,Yes 
INT-0005107,223,CMP-0022,04 Jul 2025, Trial Signup, No 
INT-0005108,200,CMP-0020,"Aug 24, 2025", Email Open ,NO
INT-0005109,1300,CMP-0001,04/28/2025,WEBSITE VISIT,No
INT-0005110,968,CMP-0004,15/05/2025,Trial Signup ,No 
INT-0005111,568,CMP-0009,07 Apr 2025,Website Visit,NO
INT-0005112,1266,CMP-0005,21/12/2025,TRIAL SIGNUP, No 
INT-0005113,1332,CMP-0011,06 Apr 2025,click,Yes
INT-0005114,121,CMP-0021,19-05-2025,EMAIL OPEN,no
INT-0005115,998,CMP-0003,2025-03-01,Impression, No
INT-0005116,381,CMP-0010,2025-04-29,Website Visit,No 
INT-0005117,853,CMP-0020,"Jul 19, 2025", Demo Request , Yes
INT-0005118,754,CMP-0003,03-08-2025,demo request,NO
INT-0005119,799,CMP-0002,19/02/2025,Impression,no
INT-0005120,1438,CMP-0016,05/02/2025, Trial Signup,NO
INT-0005121,171,CMP-0022,"Apr 21, 2025",Email Open ,no
INT-0005122,1349,CMP-0001,"Feb 24, 2025",Trial Signup,no
INT-0005123,1350,CMP-0012,2025-04-23,Demo Request, No 
INT-0005124,156,CMP-0020,17-04-2025,Trial Signup,Yes
INT-0005125,1297,CMP-0017,"Dec 10, 2025", Demo Request, No 
INT-0005126,674,CMP-0014,12/24/2025, Website Visit , No
INT-0005127,1030,CMP-0027,"Mar 16, 2025", Email Open ,NO
INT-0005128,931,CMP-0021,"Nov 14, 2025", Click, No 
INT-0005129,775,CMP-0002,22-02-2025,Demo Request ,No
INT-0005130,179,CMP-0009,"Aug 19, 2025", Email Open, No
INT-0005131,1299,CMP-0023,13 Jun 2025,TRIAL SIGNUP,No 
INT-0005132,230,CMP-0023,"Jan 13, 2025",email open, No 
INT-0005133,1270,CMP-0012,15/06/2025,Demo Request ,no
INT-0005134,1325,CMP-0025,24 May 2025,demo request,NO
INT-0005135,855,CMP-0013,12/20/2025,click, No
INT-0005136,1350,CMP-0023,11/12/2025, Demo Request, Yes 
INT-0005137,61,CMP-0025,09/17/2025, Email Open ,No 
INT-0005138,11,CMP-0005,08-05-2025,WEBSITE VISIT,Yes
INT-0005139,1175,CMP-0008,"Sep 10, 2025",Trial Signup,No
INT-0005140,376,CMP-0015,31/08/2025,impression,No
INT-0005141,125,CMP-0004,27-03-2025,Trial Signup ,NO
INT-0005142,564,CMP-0009,24/01/2025, Demo Request,NO
INT-0005143,490,CMP-0005,12-08-2025,TRIAL SIGNUP,NO
INT-0005144,977,CMP-0025,"Mar 09, 2025",Impression,Yes 
INT-0005145,99,CMP-0028,18/10/2025,Demo Request ,no
INT-0005146,1058,CMP-0021,02/16/2025,demo request,no
INT-0005147,330,CMP-0027,21/07/2025, Website Visit,No
INT-0005148,1271,CMP-0008,13/10/2025, Email Open,yes
INT-0005149,754,CMP-0002,05/15/2025,impression,No
INT-0005150,1427,CMP-0009,23/08/2025,Email Open, No
INT-0005151,2,CMP-0013,13/01/2025,Demo Request, No
INT-0005152,817,CMP-0029,"Jan 25, 2025",demo request,No 
INT-0005153,857,CMP-0025,17/06/2025, Click ,no
INT-0005154,1261,CMP-0029,05/04/2025,IMPRESSION, No 
INT-0005155,49,CMP-0028,2025-11-01, Click,NO
INT-0005156,1397,CMP-0019,2025-11-16, Demo Request , No 
INT-0005157,99,CMP-0022,10/13/2025,Email Open ,NO
INT-0005158,1047,CMP-0014,2025-02-05,Demo Request ,NO
INT-0005159,368,CMP-0012,"Oct 03, 2025",DEMO REQUEST,No
INT-0005160,260,CMP-0026,"Apr 07, 2025",Impression ,Yes
INT-0005161,191,CMP-0017,03 Sep 2025,click, Yes 
INT-0005162,523,CMP-0006,19 Nov 2025,WEBSITE VISIT,Yes 
INT-0005163,549,CMP-0014,2025-12-06,Trial Signup,no
INT-0005164,11,CMP-0007,11/13/2025,DEMO REQUEST,NO
INT-0005165,82,CMP-0027,2025-11-13,Trial Signup,NO
INT-0005166,299,CMP-0014,"Aug 12, 2025",Trial Signup, No 
INT-0005167,727,CMP-0029,14/06/2025,email open,NO
INT-0005168,607,CMP-0017,21-08-2025, Impression,no
INT-0005169,1202,CMP-0022,10/04/2025,impression,No 
INT-0005170,336,,04/01/2025,Email Open ,NO
INT-0005171,601,CMP-0008,30 Jan 2025,IMPRESSION, No 
INT-0005172,778,CMP-0006,06/21/2025,WEBSITE VISIT,No
INT-0005173,16,CMP-0023,"Sep 11, 2025", Click ,No
INT-0005174,1013,CMP-0005,2025-11-12,Email Open ,no
INT-0005175,296,CMP-0007,02 Nov 2025,Demo Request ,No
INT-0005176,1069,CMP-0010,12/22/2025, Demo Request ,yes
INT-0005177,949,CMP-0030,12/07/2025,Click ,NO
INT-0005178,1119,CMP-0016,01 Nov 2025,demo request, Yes
INT-0005179,497,CMP-0008,16-07-2025, Website Visit , No
INT-0005180,1293,CMP-0010,"Jan 26, 2025",Email Open ,Yes
INT-0005181,279,CMP-0004,"Jun 26, 2025",Click,NO
INT-0005182,998,CMP-0018,07/09/2025,Impression,No
INT-0005183,806,CMP-0004,10/30/2025, Website Visit ,NO
INT-0005184,584,CMP-0014,26 Feb 2025,impression, No 
INT-0005185,1159,CMP-0028,23-11-2025,Email Open ,NO
INT-0005186,466,CMP-0030,"May 11, 2025", Impression, Yes 
INT-0005187,629,CMP-0023,2025-11-26,Email Open ,YES
INT-0005188,1500,CMP-0004,11/04/2025,DEMO REQUEST, No 
INT-0005189,791,CMP-0026,"Oct 24, 2025",impression,no
INT-0005190,696,CMP-0007,"Mar 20, 2025",Email Open, No 
INT-0005191,1046,CMP-0001,"Oct 09, 2025",Click, No 
INT-0005192,1368,CMP-0021,2025-08-17,Impression ,Yes
INT-0005193,593,CMP-0005,2025-04-07, Impression , No
INT-0005194,793,CMP-0006,2025-03-16, Impression,NO
INT-0005195,635,CMP-0030,06/16/2025,Trial Signup,No
INT-0005196,273,CMP-0030,18 Jul 2025,CLICK, No 
INT-0005197,104,CMP-0004,08/05/2025, Email Open, No
INT-0005198,885,CMP-0014,23-12-2025, Impression ,no
INT-0005199,1020,CMP-0025,19 Sep 2025,click, No
INT-0005200,1153,CMP-0009,2025-10-22,click,No
INT-0005201,1413,CMP-0025,13 Aug 2025,demo request,YES
INT-0005202,1127,CMP-0009,2025-09-16,DEMO REQUEST, No
INT-0005203,1275,CMP-0017,04/23/2025,Demo Request,no
INT-0005204,746,CMP-0022,13 Sep 2025,EMAIL OPEN,No 
INT-0005205,1253,CMP-0024,"Jun 18, 2025",impression, No
INT-0005206,7,CMP-0002,17 Feb 2025,click,Yes
INT-0005207,904,CMP-0004,2025-07-16, Website Visit,No 
INT-0005208,1426,CMP-0027,2025-09-21,WEBSITE VISIT,YES
INT-0005209,937,CMP-0004,29-07-2025,Email Open ,no
INT-0005210,155,CMP-0003,04/08/2025, Trial Signup ,Yes 
INT-0005211,1019,CMP-0014,2025-04-28,email open, No
INT-0005212,864,CMP-0018,2025-08-14,IMPRESSION, No
INT-0005213,1141,CMP-0007,17-12-2025, Website Visit , No
INT-0005214,770,CMP-0014,10/03/2025, Impression , No 
INT-0005215,675,CMP-0003,15/04/2025,Website Visit,No
INT-0005216,115,CMP-0007,12 Aug 2025,demo request,no
INT-0005217,1224,CMP-0024,03 Oct 2025, Impression , No 
INT-0005218,1299,CMP-0026,16 Dec 2025,website visit, No
INT-0005219,26,CMP-0021,12/12/2025, Click,no
INT-0005220,747,CMP-0009,29-08-2025, Demo Request , No 
INT-0005221,1482,CMP-0002,30/01/2025,IMPRESSION,No
INT-0005222,1420,CMP-0021,2025-12-15,Email Open, No
INT-0005223,800,CMP-0011,07/11/2025,CLICK, No
INT-0005224,69,CMP-0024,"May 05, 2025",IMPRESSION, No 
INT-0005225,834,CMP-0010,"Jul 20, 2025", Click,no
INT-0005226,787,CMP-0022,2025-09-11,Impression, No
INT-0005227,375,CMP-0028,10-05-2025, Impression , No 
INT-0005228,1107,CMP-0001,30-08-2025,Trial Signup , No
INT-0005229,785,CMP-0015,17-02-2025, Impression,No
INT-0005230,570,CMP-0003,18 Jun 2025,Impression ,no
INT-0005231,278,CMP-0008,13 Aug 2025, Click , No 
INT-0005232,604,CMP-0023,29/06/2025,DEMO REQUEST,yes
INT-0005233,1200,CMP-0009,2025-02-11, Trial Signup,Yes 
INT-0005234,991,CMP-0012,20-06-2025,website visit,yes
INT-0005235,724,CMP-9021,01/27/2025, Trial Signup, No
INT-0005236,701,CMP-0015,02 Mar 2025,demo request,NO
INT-0005237,952,CMP-0019,23/06/2025,Website Visit,No 
INT-0005238,791,CMP-0010,08/09/2025,click,NO
INT-0005239,692,CMP-0030,2025-03-12, Demo Request ,no
INT-0005240,859,CMP-0011,13-06-2025, Click ,no
INT-0005241,752,CMP-0021,"Oct 08, 2025",email open, No 
INT-0005242,1331,CMP-0025,"Feb 27, 2025",Demo Request,Yes
INT-0005243,187,CMP-0026,"Sep 01, 2025",IMPRESSION,No
INT-0005244,1228,CMP-0026,22 Jan 2025, Email Open ,Yes
INT-0005245,734,CMP-0020,26/06/2025, Demo Request, No 
INT-0005246,1380,CMP-0005,01 Dec 2025, Click, No
INT-0005247,930,CMP-0003,2025-04-14, Website Visit,No 
INT-0005248,95,CMP-0030,12 Mar 2025,Impression,No
INT-0005249,1088,CMP-0015,2025-09-11, Trial Signup,NO
INT-0005250,375,CMP-0021,01/03/2025, Demo Request,No 
INT-0005251,747,CMP-0012,17/06/2025,Click, Yes
INT-0005252,1233,CMP-0018,28-08-2025,IMPRESSION,Yes
INT-0005253,510,CMP-0007,12-04-2025,Email Open,No 
INT-0005254,537,CMP-0021,2025-11-12,EMAIL OPEN,No
INT-0005255,1465,CMP-0005,10/11/2025, Impression,No
INT-0005256,86,CMP-0021,23-10-2025,DEMO REQUEST, No 
INT-0005257,1054,CMP-0001,09/02/2025,email open, No
INT-0005258,431,CMP-0019,"Jul 01, 2025", Email Open,No
INT-0005259,630,CMP-0004,10/21/2025,DEMO REQUEST,yes
INT-0005260,1123,CMP-0008,"Jun 22, 2025",Website Visit, Yes
INT-0005261,351,CMP-0027,18/11/2025, Demo Request,No
INT-0005262,1214,CMP-0009,06/11/2025, Trial Signup,No 
INT-0005263,1188,CMP-0025,2025-08-12,email open, No 
INT-0005264,484,CMP-0019,2025-04-14,Click, No 
INT-0005265,1180,CMP-0028,2025-03-06, Click,no
INT-0005266,368,CMP-0012,08-10-2025,CLICK, No
INT-0005267,429,CMP-0015,06 Jun 2025,Demo Request ,no
INT-0005268,856,CMP-0018,11/12/2025,Email Open ,Yes
INT-0005269,1491,CMP-0017,03/05/2025,Demo Request, Yes 
INT-0005270,211,CMP-0018,24/12/2025, Trial Signup,No 
INT-0005271,885,CMP-0022,02-03-2025,Website Visit ,no
INT-0005272,411,CMP-0007,06/05/2025,Demo Request ,Yes 
INT-0005273,205,CMP-0017,08-05-2025, Impression ,No 
INT-0005274,392,CMP-0016,11/26/2025,DEMO REQUEST,NO
INT-0005275,1380,CMP-0019,20-01-2025, Impression ,No 
INT-0005276,554,CMP-0019,28-11-2025,Demo Request ,no
INT-0005277,312,CMP-0008,2025-05-09, Demo Request,Yes 
INT-0005278,681,CMP-0016,02 Aug 2025,Trial Signup,NO
INT-0005279,753,CMP-0020,09/16/2025,trial signup,NO
INT-0005280,1097,CMP-0006,2025-11-04,website visit,no
INT-0005281,696,CMP-0029,03/07/2025, Impression ,NO
INT-0005282,291,CMP-0012,22 Aug 2025,Click, No 
INT-0005283,548,CMP-0009,09-09-2025, Demo Request , No
INT-0005284,863,CMP-0001,22 Apr 2025, Website Visit , No
INT-0005285,762,CMP-0009,16 Mar 2025,EMAIL OPEN,NO
INT-0005286,1224,CMP-0016,"Jan 20, 2025",Demo Request ,No
INT-0005287,462,CMP-0023,22/01/2025,Click, No 
INT-0005288,389,CMP-0022,"Feb 06, 2025", Impression ,No
INT-0005289,1051,CMP-0019,03/07/2025, Impression ,no
INT-0005290,134,CMP-0004,14-06-2025,Demo Request ,yes
INT-0005291,784,CMP-0002,08/02/2025,Demo Request,NO
INT-0005292,857,CMP-0024,18/09/2025,Trial Signup,Yes 
INT-0005293,763,CMP-0003,09 Dec 2025, Trial Signup,No
INT-0005294,616,CMP-0010,10/10/2025,CLICK,yes
INT-0005295,940,CMP-0007,06 Jul 2025,Demo Request,No 
INT-0005296,1029,CMP-0012,12/19/2025, Demo Request ,No 
INT-0005297,1403,CMP-0029,04/09/2025,website visit, No 
INT-0005298,700010,CMP-0002,29-04-2025, Trial Signup,No 
INT-0005299,348,CMP-0011,"Jul 21, 2025",website visit, Yes 
INT-0005300,1308,CMP-0004,02/27/2025,Trial Signup,no
INT-0005301,472,CMP-0015,04-08-2025,Website Visit , No
INT-0005302,1254,CMP-0005,16-03-2025,CLICK, Yes 
INT-0005303,763,CMP-0005,"Apr 06, 2025",email open,no
INT-0005304,585,CMP-0008,13/06/2025,click,No
INT-0005305,1479,CMP-0012,2025-11-18, Impression,no
INT-0005306,1200,CMP-0030,09/20/2025, Website Visit ,NO
INT-0005307,1093,CMP-0001,"Aug 25, 2025",Website Visit ,No
INT-0005308,517,CMP-0003,2025-03-12, Impression , No 
INT-0005309,1266,CMP-0018,06/04/2025,Demo Request,yes
INT-0005310,130,CMP-0015,"Jun 08, 2025", Trial Signup, No
INT-0005311,797,CMP-0013,06/18/2025, Impression, No
INT-0005312,1211,CMP-0008,20 Oct 2025,EMAIL OPEN, No 
INT-0005313,997,CMP-0026,"Jun 14, 2025",Demo Request,NO
INT-0005314,1312,CMP-0005,12/01/2025,Website Visit,No 
INT-0005315,1213,CMP-0003,"May 22, 2025",Website Visit,No 
INT-0005316,106,CMP-0030,07/03/2025,Impression ,NO
INT-0005317,264,CMP-0022,27 Sep 2025,Website Visit,yes
INT-0005318,1263,CMP-0012,03/17/2025, Trial Signup, No
INT-0005319,1248,CMP-0006,"Jul 01, 2025", Trial Signup ,No
INT-0005320,1053,CMP-0019,12 Dec 2025,TRIAL SIGNUP, No 
INT-0005321,354,CMP-0008,04-08-2025, Email Open, No
INT-0005322,1123,CMP-0023,2025-03-08, Website Visit, Yes 
INT-0005323,237,CMP-0002,"Jan 23, 2025",Impression ,No 
INT-0005324,1484,CMP-0005,28-01-2025,demo request, No 
INT-0005325,900,CMP-0022,26-10-2025, Click ,no
INT-0005326,1023,CMP-0008,25-12-2025,Email Open,no
INT-0005327,292,CMP-0012,19/06/2025, Website Visit , No 
INT-0005328,836,CMP-0029,"Jan 05, 2025", Impression , Yes 
INT-0005329,1044,CMP-0030,12/17/2025, Email Open, Yes 
INT-0005330,156,CMP-0025,12/17/2025, Impression,No
INT-0005331,20,CMP-0019,2025-01-09,impression,No 
INT-0005332,284,CMP-0023,03 Jul 2025,Click ,No 
INT-0005333,231,CMP-0001,08 Jan 2025,Email Open, No 
INT-0005334,1249,CMP-0002,"Jun 08, 2025",Email Open, No 
INT-0005335,1084,CMP-0003,04/03/2025, Trial Signup , No 
INT-0005336,763,CMP-0026,20 Apr 2025,Impression ,NO
INT-0005337,1480,CMP-0017,"Aug 03, 2025", Click , No 
INT-0005338,1308,CMP-0019,12-12-2025,CLICK,Yes 
INT-0005339,66,CMP-0015,07/11/2025, Impression ,Yes 
INT-0005340,1435,CMP-0011,2025-04-05, Click, No
